,state,year,lrmer_co2e_kg_mwh,case
48,CA,2028,127.4,LowRECost
49,CA,2030,101.6,LowRECost
50,CA,2032,85.9,LowRECost
51,CA,2034,65.9,LowRECost
52,CA,2036,50.3,LowRECost
53,CA,2038,46.2,LowRECost
54,CA,2040,38.3,LowRECost
55,CA,2042,40.8,LowRECost
56,CA,2044,36.7,LowRECost
57,CA,2046,48.6,LowRECost
58,CA,2048,56.7,LowRECost
59,CA,2050,62.4,LowRECost
60,CO,2022,543.3,LowRECost
61,CO,2024,418.1,LowRECost
62,CO,2026,249.9,LowRECost
63,CO,2028,177.8,LowRECost
64,CO,2030,173.0,LowRECost
65,CO,2032,134.5,LowRECost
66,CO,2034,104.2,LowRECost
67,CO,2036,60.5,LowRECost
68,CO,2038,50.1,LowRECost
69,CO,2040,44.2,LowRECost
70,CO,2042,71.7,LowRECost
71,CO,2044,103.3,LowRECost
72,CO,2046,165.7,LowRECost
73,CO,2048,160.0,LowRECost
74,CO,2050,173.7,LowRECost
75,CT,2022,339.0,LowRECost
76,CT,2024,351.1,LowRECost
77,CT,2026,376.3,LowRECost
78,CT,2028,334.5,LowRECost
79,CT,2030,312.6,LowRECost
80,CT,2032,261.0,LowRECost
81,CT,2034,213.5,LowRECost
82,CT,2036,124.9,LowRECost
83,CT,2038,148.9,LowRECost
84,CT,2040,211.2,LowRECost
85,CT,2042,264.0,LowRECost
86,CT,2044,211.4,LowRECost
87,CT,2046,155.6,LowRECost
88,CT,2048,163.1,LowRECost
89,CT,2050,187.7,LowRECost
90,DE,2022,727.0,LowRECost
91,DE,2024,598.8,LowRECost
92,DE,2026,561.7,LowRECost
93,DE,2028,414.4,LowRECost
94,DE,2030,446.6,LowRECost
95,DE,2032,417.8,LowRECost
96,DE,2034,426.2,LowRECost
97,DE,2036,336.7,LowRECost
98,DE,2038,246.0,LowRECost
99,DE,2040,152.6,LowRECost
100,DE,2042,184.3,LowRECost
101,DE,2044,171.9,LowRECost
102,DE,2046,272.5,LowRECost
103,DE,2048,337.9,LowRECost
104,DE,2050,435.5,LowRECost
105,FL,2022,740.3,LowRECost
106,FL,2024,675.4,LowRECost
107,FL,2026,593.3,LowRECost
108,FL,2028,380.3,LowRECost
109,FL,2030,352.3,LowRECost
110,FL,2032,311.0,LowRECost
111,FL,2034,294.0,LowRECost
112,FL,2036,169.7,LowRECost
113,FL,2038,116.5,LowRECost
114,FL,2040,77.9,LowRECost
115,FL,2042,64.9,LowRECost
116,FL,2044,56.8,LowRECost
117,FL,2046,80.4,LowRECost
118,FL,2048,95.6,LowRECost
119,FL,2050,104.8,LowRECost
120,GA,2022,792.0,LowRECost
121,GA,2024,718.5,LowRECost
122,GA,2026,603.1,LowRECost
123,GA,2028,454.0,LowRECost
124,GA,2030,365.1,LowRECost
125,GA,2032,293.0,LowRECost
126,GA,2034,257.5,LowRECost
127,GA,2036,191.4,LowRECost
128,GA,2038,136.4,LowRECost
129,GA,2040,86.0,LowRECost
130,GA,2042,84.5,LowRECost
131,GA,2044,147.7,LowRECost
132,GA,2046,299.6,LowRECost
133,GA,2048,395.3,LowRECost
134,GA,2050,449.3,LowRECost
135,IA,2022,726.4,LowRECost
136,IA,2024,520.7,LowRECost
137,IA,2026,242.6,LowRECost
138,IA,2028,108.6,LowRECost
139,IA,2030,99.7,LowRECost
140,IA,2032,79.3,LowRECost
141,IA,2034,91.6,LowRECost
142,IA,2036,77.5,LowRECost
143,IA,2038,75.2,LowRECost
144,IA,2040,43.4,LowRECost
145,IA,2042,54.2,LowRECost
146,IA,2044,70.7,LowRECost
147,IA,2046,163.3,LowRECost
148,IA,2048,189.8,LowRECost
149,IA,2050,236.3,LowRECost
150,ID,2022,298.8,LowRECost
151,ID,2024,284.6,LowRECost
152,ID,2026,227.6,LowRECost
153,ID,2028,219.3,LowRECost
154,ID,2030,175.2,LowRECost
155,ID,2032,111.7,LowRECost
156,ID,2034,71.0,LowRECost
157,ID,2036,32.0,LowRECost
158,ID,2038,25.6,LowRECost
159,ID,2040,15.0,LowRECost
160,ID,2042,22.4,LowRECost
161,ID,2044,29.8,LowRECost
162,ID,2046,57.1,LowRECost
163,ID,2048,70.4,LowRECost
164,ID,2050,81.2,LowRECost
165,IL,2022,722.8,LowRECost
166,IL,2024,613.0,LowRECost
167,IL,2026,491.3,LowRECost
168,IL,2028,390.0,LowRECost
169,IL,2030,380.5,LowRECost
170,IL,2032,348.3,LowRECost
171,IL,2034,346.4,LowRECost
172,IL,2036,310.7,LowRECost
173,IL,2038,281.2,LowRECost
174,IL,2040,268.1,LowRECost
175,IL,2042,267.5,LowRECost
176,IL,2044,249.9,LowRECost
177,IL,2046,250.9,LowRECost
178,IL,2048,279.8,LowRECost
179,IL,2050,306.3,LowRECost
180,IN,2022,743.9,LowRECost
181,IN,2024,620.0,LowRECost
182,IN,2026,521.6,LowRECost
183,IN,2028,405.0,LowRECost
184,IN,2030,428.4,LowRECost
185,IN,2032,411.6,LowRECost
186,IN,2034,400.5,LowRECost
187,IN,2036,365.0,LowRECost
188,IN,2038,339.0,LowRECost
189,IN,2040,355.4,LowRECost
190,IN,2042,347.2,LowRECost
191,IN,2044,302.7,LowRECost
192,IN,2046,262.9,LowRECost
193,IN,2048,276.9,LowRECost
194,IN,2050,290.3,LowRECost
195,KS,2022,803.0,LowRECost
196,KS,2024,623.5,LowRECost
197,KS,2026,349.8,LowRECost
198,KS,2028,172.5,LowRECost
199,KS,2030,148.2,LowRECost
200,KS,2032,132.1,LowRECost
201,KS,2034,152.7,LowRECost
202,KS,2036,108.1,LowRECost
203,KS,2038,92.8,LowRECost
204,KS,2040,48.7,LowRECost
205,KS,2042,78.7,LowRECost
206,KS,2044,113.6,LowRECost
207,KS,2046,233.9,LowRECost
208,KS,2048,228.6,LowRECost
209,KS,2050,261.4,LowRECost
210,KY,2022,813.5,LowRECost
211,KY,2024,696.2,LowRECost
212,KY,2026,541.5,LowRECost
213,KY,2028,396.4,LowRECost
214,KY,2030,393.4,LowRECost
215,KY,2032,368.3,LowRECost
216,KY,2034,371.3,LowRECost
217,KY,2036,273.5,LowRECost
218,KY,2038,246.7,LowRECost
219,KY,2040,231.3,LowRECost
220,KY,2042,309.0,LowRECost
221,KY,2044,369.9,LowRECost
222,KY,2046,449.2,LowRECost
223,KY,2048,491.2,LowRECost
224,KY,2050,517.7,LowRECost
225,LA,2022,695.3,LowRECost
226,LA,2024,586.6,LowRECost
227,LA,2026,394.8,LowRECost
228,LA,2028,337.2,LowRECost
229,LA,2030,363.9,LowRECost
230,LA,2032,371.0,LowRECost
231,LA,2034,348.7,LowRECost
232,LA,2036,225.7,LowRECost
233,LA,2038,148.2,LowRECost
234,LA,2040,77.2,LowRECost
235,LA,2042,201.5,LowRECost
236,LA,2044,307.5,LowRECost
237,LA,2046,421.4,LowRECost
238,LA,2048,389.4,LowRECost
239,LA,2050,382.2,LowRECost
240,MA,2022,349.8,LowRECost
241,MA,2024,367.4,LowRECost
242,MA,2026,402.0,LowRECost
243,MA,2028,352.8,LowRECost
244,MA,2030,321.9,LowRECost
245,MA,2032,261.1,LowRECost
246,MA,2034,213.5,LowRECost
247,MA,2036,125.0,LowRECost
248,MA,2038,146.1,LowRECost
249,MA,2040,195.0,LowRECost
250,MA,2042,247.6,LowRECost
251,MA,2044,197.7,LowRECost
252,MA,2046,155.0,LowRECost
253,MA,2048,153.0,LowRECost
254,MA,2050,172.7,LowRECost
255,MD,2022,635.5,LowRECost
256,MD,2024,539.0,LowRECost
257,MD,2026,485.9,LowRECost
258,MD,2028,383.4,LowRECost
259,MD,2030,379.0,LowRECost
260,MD,2032,351.5,LowRECost
261,MD,2034,338.0,LowRECost
262,MD,2036,288.6,LowRECost
263,MD,2038,233.3,LowRECost
264,MD,2040,170.3,LowRECost
265,MD,2042,190.4,LowRECost
266,MD,2044,174.9,LowRECost
267,MD,2046,231.7,LowRECost
268,MD,2048,260.9,LowRECost
269,MD,2050,315.4,LowRECost
270,ME,2022,298.0,LowRECost
271,ME,2024,289.1,LowRECost
272,ME,2026,280.1,LowRECost
273,ME,2028,243.9,LowRECost
274,ME,2030,226.9,LowRECost
275,ME,2032,205.2,LowRECost
276,ME,2034,177.4,LowRECost
277,ME,2036,118.6,LowRECost
278,ME,2038,129.5,LowRECost
279,ME,2040,160.9,LowRECost
280,ME,2042,205.5,LowRECost
281,ME,2044,171.7,LowRECost
282,ME,2046,142.6,LowRECost
283,ME,2048,145.7,LowRECost
284,ME,2050,163.4,LowRECost
285,MI,2022,616.1,LowRECost
286,MI,2024,563.3,LowRECost
287,MI,2026,477.7,LowRECost
288,MI,2028,418.0,LowRECost
289,MI,2030,411.2,LowRECost
290,MI,2032,339.4,LowRECost
291,MI,2034,388.3,LowRECost
292,MI,2036,388.5,LowRECost
293,MI,2038,424.0,LowRECost
294,MI,2040,377.7,LowRECost
295,MI,2042,370.0,LowRECost
296,MI,2044,324.3,LowRECost
297,MI,2046,297.1,LowRECost
298,MI,2048,303.4,LowRECost
299,MI,2050,327.3,LowRECost
300,MN,2022,645.8,LowRECost
301,MN,2024,467.1,LowRECost
302,MN,2026,243.5,LowRECost
303,MN,2028,109.0,LowRECost
304,MN,2030,99.8,LowRECost
305,MN,2032,79.6,LowRECost
306,MN,2034,91.2,LowRECost
307,MN,2036,77.1,LowRECost
308,MN,2038,74.6,LowRECost
309,MN,2040,43.6,LowRECost
310,MN,2042,54.3,LowRECost
311,MN,2044,70.5,LowRECost
312,MN,2046,161.2,LowRECost
313,MN,2048,187.4,LowRECost
314,MN,2050,233.0,LowRECost
315,MO,2022,730.3,LowRECost
316,MO,2024,611.7,LowRECost
317,MO,2026,409.6,LowRECost
318,MO,2028,296.8,LowRECost
319,MO,2030,240.4,LowRECost
320,MO,2032,193.7,LowRECost
321,MO,2034,205.3,LowRECost
322,MO,2036,166.3,LowRECost
323,MO,2038,139.6,LowRECost
324,MO,2040,81.3,LowRECost
325,MO,2042,102.4,LowRECost
326,MO,2044,136.1,LowRECost
327,MO,2046,229.8,LowRECost
328,MO,2048,260.2,LowRECost
329,MO,2050,302.7,LowRECost
330,MS,2022,724.9,LowRECost
331,MS,2024,614.5,LowRECost
332,MS,2026,430.9,LowRECost
333,MS,2028,352.3,LowRECost
334,MS,2030,371.2,LowRECost
335,MS,2032,370.0,LowRECost
336,MS,2034,353.5,LowRECost
337,MS,2036,235.1,LowRECost
338,MS,2038,169.9,LowRECost
339,MS,2040,112.0,LowRECost
340,MS,2042,226.9,LowRECost
341,MS,2044,324.1,LowRECost
342,MS,2046,432.0,LowRECost
343,MS,2048,419.2,LowRECost
344,MS,2050,420.9,LowRECost
345,MT,2022,310.4,LowRECost
346,MT,2024,292.3,LowRECost
347,MT,2026,230.9,LowRECost
348,MT,2028,221.8,LowRECost
349,MT,2030,177.3,LowRECost
350,MT,2032,114.1,LowRECost
351,MT,2034,71.8,LowRECost
352,MT,2036,33.5,LowRECost
353,MT,2038,26.9,LowRECost
354,MT,2040,15.8,LowRECost
355,MT,2042,23.1,LowRECost
356,MT,2044,30.4,LowRECost
357,MT,2046,59.0,LowRECost
358,MT,2048,72.9,LowRECost
359,MT,2050,85.2,LowRECost
360,NC,2022,807.1,LowRECost
361,NC,2024,679.3,LowRECost
362,NC,2026,533.9,LowRECost
363,NC,2028,349.8,LowRECost
364,NC,2030,271.1,LowRECost
365,NC,2032,194.5,LowRECost
366,NC,2034,184.0,LowRECost
367,NC,2036,173.6,LowRECost
368,NC,2038,185.1,LowRECost
369,NC,2040,151.7,LowRECost
370,NC,2042,217.4,LowRECost
371,NC,2044,242.7,LowRECost
372,NC,2046,353.1,LowRECost
373,NC,2048,359.4,LowRECost
374,NC,2050,403.3,LowRECost
375,ND,2022,729.0,LowRECost
376,ND,2024,522.4,LowRECost
377,ND,2026,243.3,LowRECost
378,ND,2028,108.9,LowRECost
379,ND,2030,99.8,LowRECost
380,ND,2032,79.7,LowRECost
381,ND,2034,91.3,LowRECost
382,ND,2036,77.3,LowRECost
383,ND,2038,74.7,LowRECost
384,ND,2040,43.6,LowRECost
385,ND,2042,54.4,LowRECost
386,ND,2044,70.7,LowRECost
387,ND,2046,161.2,LowRECost
388,ND,2048,187.4,LowRECost
389,ND,2050,233.0,LowRECost
390,NE,2022,713.3,LowRECost
391,NE,2024,512.6,LowRECost
392,NE,2026,240.2,LowRECost
393,NE,2028,113.1,LowRECost
394,NE,2030,105.9,LowRECost
395,NE,2032,84.3,LowRECost
396,NE,2034,95.8,LowRECost
397,NE,2036,79.2,LowRECost
398,NE,2038,77.1,LowRECost
399,NE,2040,44.5,LowRECost
400,NE,2042,56.3,LowRECost
401,NE,2044,74.6,LowRECost
402,NE,2046,169.9,LowRECost
403,NE,2048,195.4,LowRECost
404,NE,2050,241.3,LowRECost
405,NH,2022,363.8,LowRECost
406,NH,2024,391.4,LowRECost
407,NH,2026,445.5,LowRECost
408,NH,2028,386.9,LowRECost
409,NH,2030,341.2,LowRECost
410,NH,2032,261.3,LowRECost
411,NH,2034,213.4,LowRECost
412,NH,2036,124.6,LowRECost
413,NH,2038,148.0,LowRECost
414,NH,2040,211.3,LowRECost
415,NH,2042,263.3,LowRECost
416,NH,2044,210.9,LowRECost
417,NH,2046,152.8,LowRECost
418,NH,2048,160.1,LowRECost
419,NH,2050,183.9,LowRECost
420,NJ,2022,664.1,LowRECost
421,NJ,2024,556.8,LowRECost
422,NJ,2026,512.4,LowRECost
423,NJ,2028,392.0,LowRECost
424,NJ,2030,394.8,LowRECost
425,NJ,2032,363.6,LowRECost
426,NJ,2034,358.3,LowRECost
427,NJ,2036,298.2,LowRECost
428,NJ,2038,230.8,LowRECost
429,NJ,2040,152.6,LowRECost
430,NJ,2042,184.3,LowRECost
431,NJ,2044,171.9,LowRECost
432,NJ,2046,242.9,LowRECost
433,NJ,2048,273.6,LowRECost
434,NJ,2050,339.0,LowRECost
435,NM,2022,551.6,LowRECost
436,NM,2024,489.6,LowRECost
437,NM,2026,378.3,LowRECost
438,NM,2028,257.5,LowRECost
439,NM,2030,188.4,LowRECost
440,NM,2032,126.5,LowRECost
441,NM,2034,101.4,LowRECost
442,NM,2036,64.7,LowRECost
443,NM,2038,64.6,LowRECost
444,NM,2040,86.6,LowRECost
445,NM,2042,108.3,LowRECost
446,NM,2044,119.7,LowRECost
447,NM,2046,132.2,LowRECost
448,NM,2048,131.5,LowRECost
449,NM,2050,140.5,LowRECost
450,NV,2022,457.7,LowRECost
451,NV,2024,434.4,LowRECost
452,NV,2026,358.2,LowRECost
453,NV,2028,275.3,LowRECost
454,NV,2030,191.4,LowRECost
455,NV,2032,112.0,LowRECost
456,NV,2034,73.9,LowRECost
457,NV,2036,38.6,LowRECost
458,NV,2038,47.9,LowRECost
459,NV,2040,78.2,LowRECost
460,NV,2042,96.7,LowRECost
461,NV,2044,109.6,LowRECost
462,NV,2046,158.7,LowRECost
463,NV,2048,174.2,LowRECost
464,NV,2050,206.2,LowRECost
465,NY,2022,321.8,LowRECost
466,NY,2024,318.5,LowRECost
467,NY,2026,313.3,LowRECost
468,NY,2028,253.8,LowRECost
469,NY,2030,216.9,LowRECost
470,NY,2032,191.2,LowRECost
471,NY,2034,173.9,LowRECost
472,NY,2036,126.0,LowRECost
473,NY,2038,112.8,LowRECost
474,NY,2040,113.6,LowRECost
475,NY,2042,135.2,LowRECost
476,NY,2044,120.4,LowRECost
477,NY,2046,90.8,LowRECost
478,NY,2048,92.5,LowRECost
479,NY,2050,90.4,LowRECost
480,OH,2022,742.1,LowRECost
481,OH,2024,618.3,LowRECost
482,OH,2026,519.8,LowRECost
483,OH,2028,403.6,LowRECost
484,OH,2030,427.4,LowRECost
485,OH,2032,410.8,LowRECost
486,OH,2034,400.0,LowRECost
487,OH,2036,364.7,LowRECost
488,OH,2038,338.8,LowRECost
489,OH,2040,355.4,LowRECost
490,OH,2042,347.2,LowRECost
491,OH,2044,302.8,LowRECost
492,OH,2046,262.9,LowRECost
493,OH,2048,276.9,LowRECost
494,OH,2050,290.2,LowRECost
495,OK,2022,661.8,LowRECost
496,OK,2024,503.8,LowRECost
497,OK,2026,310.4,LowRECost
498,OK,2028,167.2,LowRECost
499,OK,2030,173.8,LowRECost
500,OK,2032,168.6,LowRECost
501,OK,2034,170.0,LowRECost
502,OK,2036,122.4,LowRECost
503,OK,2038,85.0,LowRECost
504,OK,2040,57.0,LowRECost
505,OK,2042,101.8,LowRECost
506,OK,2044,127.9,LowRECost
507,OK,2046,242.3,LowRECost
508,OK,2048,228.3,LowRECost
509,OK,2050,272.6,LowRECost
510,OR,2022,293.1,LowRECost
511,OR,2024,282.7,LowRECost
512,OR,2026,230.0,LowRECost
513,OR,2028,225.4,LowRECost
514,OR,2030,179.2,LowRECost
515,OR,2032,114.6,LowRECost
516,OR,2034,70.9,LowRECost
517,OR,2036,31.9,LowRECost
518,OR,2038,25.2,LowRECost
519,OR,2040,14.7,LowRECost
520,OR,2042,22.0,LowRECost
521,OR,2044,29.2,LowRECost
522,OR,2046,55.8,LowRECost
523,OR,2048,69.3,LowRECost
524,OR,2050,80.4,LowRECost
525,PA,2022,733.6,LowRECost
526,PA,2024,606.1,LowRECost
527,PA,2026,556.9,LowRECost
528,PA,2028,415.3,LowRECost
529,PA,2030,444.7,LowRECost
530,PA,2032,417.7,LowRECost
531,PA,2034,420.2,LowRECost
532,PA,2036,342.4,LowRECost
533,PA,2038,266.2,LowRECost
534,PA,2040,196.4,LowRECost
535,PA,2042,219.9,LowRECost
536,PA,2044,200.3,LowRECost
537,PA,2046,270.1,LowRECost
538,PA,2048,323.1,LowRECost
539,PA,2050,401.6,LowRECost
540,RI,2022,366.0,LowRECost
541,RI,2024,386.5,LowRECost
542,RI,2026,429.1,LowRECost
543,RI,2028,369.5,LowRECost
544,RI,2030,330.2,LowRECost
545,RI,2032,260.9,LowRECost
546,RI,2034,213.5,LowRECost
547,RI,2036,125.0,LowRECost
548,RI,2038,149.0,LowRECost
549,RI,2040,213.4,LowRECost
550,RI,2042,266.5,LowRECost
551,RI,2044,214.1,LowRECost
552,RI,2046,156.7,LowRECost
553,RI,2048,164.1,LowRECost
554,RI,2050,189.0,LowRECost
555,SC,2022,806.0,LowRECost
556,SC,2024,678.1,LowRECost
557,SC,2026,532.5,LowRECost
558,SC,2028,349.0,LowRECost
559,SC,2030,270.7,LowRECost
560,SC,2032,194.3,LowRECost
561,SC,2034,184.0,LowRECost
562,SC,2036,173.6,LowRECost
563,SC,2038,185.0,LowRECost
564,SC,2040,151.6,LowRECost
565,SC,2042,217.0,LowRECost
566,SC,2044,242.2,LowRECost
567,SC,2046,352.5,LowRECost
568,SC,2048,358.9,LowRECost
569,SC,2050,402.9,LowRECost
570,SD,2022,713.3,LowRECost
571,SD,2024,515.0,LowRECost
572,SD,2026,244.5,LowRECost
573,SD,2028,119.6,LowRECost
574,SD,2030,111.2,LowRECost
575,SD,2032,88.5,LowRECost
576,SD,2034,93.6,LowRECost
577,SD,2036,74.9,LowRECost
578,SD,2038,70.9,LowRECost
579,SD,2040,43.9,LowRECost
580,SD,2042,57.4,LowRECost
581,SD,2044,76.1,LowRECost
582,SD,2046,161.8,LowRECost
583,SD,2048,183.0,LowRECost
584,SD,2050,223.5,LowRECost
585,TN,2022,819.6,LowRECost
586,TN,2024,703.3,LowRECost
587,TN,2026,545.7,LowRECost
588,TN,2028,399.2,LowRECost
589,TN,2030,393.6,LowRECost
590,TN,2032,366.1,LowRECost
591,TN,2034,369.5,LowRECost
592,TN,2036,265.9,LowRECost
593,TN,2038,238.6,LowRECost
594,TN,2040,220.2,LowRECost
595,TN,2042,306.0,LowRECost
596,TN,2044,376.8,LowRECost
597,TN,2046,466.4,LowRECost
598,TN,2048,510.8,LowRECost
599,TN,2050,538.1,LowRECost
600,TX,2022,547.0,LowRECost
601,TX,2024,458.2,LowRECost
602,TX,2026,435.6,LowRECost
603,TX,2028,250.2,LowRECost
604,TX,2030,267.7,LowRECost
605,TX,2032,194.8,LowRECost
606,TX,2034,244.7,LowRECost
607,TX,2036,167.2,LowRECost
608,TX,2038,128.5,LowRECost
609,TX,2040,92.1,LowRECost
610,TX,2042,148.4,LowRECost
611,TX,2044,196.3,LowRECost
612,TX,2046,249.8,LowRECost
613,TX,2048,218.2,LowRECost
614,TX,2050,230.5,LowRECost
615,UT,2022,295.6,LowRECost
616,UT,2024,283.6,LowRECost
617,UT,2026,229.1,LowRECost
618,UT,2028,223.0,LowRECost
619,UT,2030,177.6,LowRECost
620,UT,2032,113.7,LowRECost
621,UT,2034,71.3,LowRECost
622,UT,2036,32.2,LowRECost
623,UT,2038,25.6,LowRECost
624,UT,2040,14.9,LowRECost
625,UT,2042,22.3,LowRECost
626,UT,2044,29.7,LowRECost
627,UT,2046,56.8,LowRECost
628,UT,2048,70.3,LowRECost
629,UT,2050,81.2,LowRECost
630,VA,2022,758.3,LowRECost
631,VA,2024,642.5,LowRECost
632,VA,2026,524.8,LowRECost
633,VA,2028,358.9,LowRECost
634,VA,2030,300.0,LowRECost
635,VA,2032,234.8,LowRECost
636,VA,2034,224.4,LowRECost
637,VA,2036,209.3,LowRECost
638,VA,2038,201.0,LowRECost
639,VA,2040,169.8,LowRECost
640,VA,2042,165.0,LowRECost
641,VA,2044,154.1,LowRECost
642,VA,2046,152.4,LowRECost
643,VA,2048,157.6,LowRECost
644,VA,2050,156.9,LowRECost
645,VT,2022,270.3,LowRECost
646,VT,2024,255.9,LowRECost
647,VT,2026,242.2,LowRECost
648,VT,2028,226.6,LowRECost
649,VT,2030,221.4,LowRECost
650,VT,2032,201.5,LowRECost
651,VT,2034,172.5,LowRECost
652,VT,2036,116.5,LowRECost
653,VT,2038,127.3,LowRECost
654,VT,2040,156.6,LowRECost
655,VT,2042,200.4,LowRECost
656,VT,2044,168.8,LowRECost
657,VT,2046,143.2,LowRECost
658,VT,2048,146.2,LowRECost
659,VT,2050,163.5,LowRECost
660,WA,2022,291.1,LowRECost
661,WA,2024,281.9,LowRECost
662,WA,2026,230.9,LowRECost
663,WA,2028,226.6,LowRECost
664,WA,2030,180.0,LowRECost
665,WA,2032,114.5,LowRECost
666,WA,2034,70.7,LowRECost
667,WA,2036,31.7,LowRECost
668,WA,2038,24.8,LowRECost
669,WA,2040,14.5,LowRECost
670,WA,2042,21.6,LowRECost
671,WA,2044,25.6,LowRECost
672,WA,2046,39.8,LowRECost
673,WA,2048,44.8,LowRECost
674,WA,2050,49.0,LowRECost
675,WI,2022,720.9,LowRECost
676,WI,2024,591.2,LowRECost
677,WI,2026,449.0,LowRECost
678,WI,2028,303.2,LowRECost
679,WI,2030,290.1,LowRECost
680,WI,2032,246.4,LowRECost
681,WI,2034,252.3,LowRECost
682,WI,2036,208.6,LowRECost
683,WI,2038,191.8,LowRECost
684,WI,2040,176.3,LowRECost
685,WI,2042,184.8,LowRECost
686,WI,2044,171.4,LowRECost
687,WI,2046,211.2,LowRECost
688,WI,2048,248.3,LowRECost
689,WI,2050,294.0,LowRECost
690,WV,2022,742.8,LowRECost
691,WV,2024,618.8,LowRECost
692,WV,2026,520.4,LowRECost
693,WV,2028,404.2,LowRECost
694,WV,2030,427.9,LowRECost
695,WV,2032,411.1,LowRECost
696,WV,2034,399.9,LowRECost
697,WV,2036,364.6,LowRECost
698,WV,2038,338.7,LowRECost
699,WV,2040,355.3,LowRECost
700,WV,2042,347.2,LowRECost
701,WV,2044,302.7,LowRECost
702,WV,2046,263.0,LowRECost
703,WV,2048,276.8,LowRECost
704,WV,2050,290.1,LowRECost
705,WY,2022,466.7,LowRECost
706,WY,2024,382.0,LowRECost
707,WY,2026,241.4,LowRECost
708,WY,2028,201.3,LowRECost
709,WY,2030,177.0,LowRECost
710,WY,2032,125.7,LowRECost
711,WY,2034,88.7,LowRECost
712,WY,2036,47.2,LowRECost
713,WY,2038,38.6,LowRECost
714,WY,2040,31.1,LowRECost
715,WY,2042,49.5,LowRECost
716,WY,2044,69.5,LowRECost
717,WY,2046,114.9,LowRECost
718,WY,2048,118.0,LowRECost
719,WY,2050,130.8,LowRECost
0,AL,2022,703.1,MidCase
1,AL,2024,669.2,MidCase
2,AL,2026,556.6,MidCase
3,AL,2028,473.7,MidCase
4,AL,2030,439.2,MidCase
5,AL,2032,431.4,MidCase
6,AL,2034,486.1,MidCase
7,AL,2036,448.7,MidCase
8,AL,2038,416.1,MidCase
9,AL,2040,387.3,MidCase
10,AL,2042,456.4,MidCase
11,AL,2044,527.0,MidCase
12,AL,2046,533.1,MidCase
13,AL,2048,486.9,MidCase
14,AL,2050,439.3,MidCase
15,AR,2022,671.2,MidCase
16,AR,2024,577.2,MidCase
17,AR,2026,406.3,MidCase
18,AR,2028,371.8,MidCase
19,AR,2030,396.3,MidCase
20,AR,2032,380.6,MidCase
21,AR,2034,401.3,MidCase
22,AR,2036,394.4,MidCase
23,AR,2038,428.7,MidCase
24,AR,2040,405.2,MidCase
25,AR,2042,393.0,MidCase
26,AR,2044,376.0,MidCase
27,AR,2046,361.5,MidCase
28,AR,2048,345.3,MidCase
29,AR,2050,346.3,MidCase
30,AZ,2022,537.0,MidCase
31,AZ,2024,506.2,MidCase
32,AZ,2026,438.1,MidCase
33,AZ,2028,315.3,MidCase
34,AZ,2030,320.9,MidCase
35,AZ,2032,285.9,MidCase
36,AZ,2034,338.7,MidCase
37,AZ,2036,269.8,MidCase
38,AZ,2038,279.1,MidCase
39,AZ,2040,240.1,MidCase
40,AZ,2042,209.8,MidCase
41,AZ,2044,167.3,MidCase
42,AZ,2046,138.4,MidCase
43,AZ,2048,154.0,MidCase
44,AZ,2050,138.7,MidCase
45,CA,2022,351.4,MidCase
46,CA,2024,280.8,MidCase
47,CA,2026,195.9,MidCase
48,CA,2028,130.1,MidCase
49,CA,2030,179.3,MidCase
50,CA,2032,176.3,MidCase
51,CA,2034,197.2,MidCase
52,CA,2036,145.2,MidCase
53,CA,2038,151.1,MidCase
54,CA,2040,118.0,MidCase
55,CA,2042,88.8,MidCase
56,CA,2044,59.9,MidCase
57,CA,2046,44.4,MidCase
58,CA,2048,44.7,MidCase
59,CA,2050,36.1,MidCase
60,CO,2022,627.7,MidCase
61,CO,2024,456.1,MidCase
62,CO,2026,274.9,MidCase
63,CO,2028,227.7,MidCase
64,CO,2030,318.0,MidCase
65,CO,2032,314.1,MidCase
66,CO,2034,272.3,MidCase
67,CO,2036,188.6,MidCase
68,CO,2038,192.7,MidCase
69,CO,2040,126.4,MidCase
70,CO,2042,127.8,MidCase
71,CO,2044,138.5,MidCase
72,CO,2046,175.8,MidCase
73,CO,2048,206.6,MidCase
74,CO,2050,216.9,MidCase
75,CT,2022,405.1,MidCase
76,CT,2024,397.1,MidCase
77,CT,2026,381.7,MidCase
78,CT,2028,353.6,MidCase
79,CT,2030,333.4,MidCase
80,CT,2032,321.0,MidCase
81,CT,2034,321.4,MidCase
82,CT,2036,321.1,MidCase
83,CT,2038,321.8,MidCase
84,CT,2040,314.7,MidCase
85,CT,2042,301.6,MidCase
86,CT,2044,254.1,MidCase
87,CT,2046,190.3,MidCase
88,CT,2048,147.4,MidCase
89,CT,2050,130.8,MidCase
90,DE,2022,717.8,MidCase
91,DE,2024,609.9,MidCase
92,DE,2026,563.2,MidCase
93,DE,2028,440.9,MidCase
94,DE,2030,447.3,MidCase
95,DE,2032,413.4,MidCase
96,DE,2034,414.5,MidCase
97,DE,2036,415.2,MidCase
98,DE,2038,414.6,MidCase
99,DE,2040,412.9,MidCase
100,DE,2042,414.4,MidCase
101,DE,2044,422.7,MidCase
102,DE,2046,437.4,MidCase
103,DE,2048,437.2,MidCase
104,DE,2050,436.5,MidCase
105,FL,2022,515.2,MidCase
106,FL,2024,545.9,MidCase
107,FL,2026,503.8,MidCase
