,state,year,lrmer_co2e_kg_mwh,case
108,FL,2028,468.0,MidCase
109,FL,2030,406.6,MidCase
110,FL,2032,401.9,MidCase
111,FL,2034,471.2,MidCase
112,FL,2036,483.4,MidCase
113,FL,2038,474.0,MidCase
114,FL,2040,463.0,MidCase
115,FL,2042,473.5,MidCase
116,FL,2044,432.6,MidCase
117,FL,2046,418.5,MidCase
118,FL,2048,320.4,MidCase
119,FL,2050,309.2,MidCase
120,GA,2022,703.0,MidCase
121,GA,2024,668.9,MidCase
122,GA,2026,556.0,MidCase
123,GA,2028,472.8,MidCase
124,GA,2030,438.5,MidCase
125,GA,2032,431.0,MidCase
126,GA,2034,486.0,MidCase
127,GA,2036,448.5,MidCase
128,GA,2038,415.8,MidCase
129,GA,2040,386.8,MidCase
130,GA,2042,455.9,MidCase
131,GA,2044,526.5,MidCase
132,GA,2046,532.6,MidCase
133,GA,2048,486.4,MidCase
134,GA,2050,438.8,MidCase
135,IA,2022,718.7,MidCase
136,IA,2024,584.0,MidCase
137,IA,2026,426.2,MidCase
138,IA,2028,359.4,MidCase
139,IA,2030,387.5,MidCase
140,IA,2032,271.3,MidCase
141,IA,2034,238.7,MidCase
142,IA,2036,159.0,MidCase
143,IA,2038,175.6,MidCase
144,IA,2040,146.3,MidCase
145,IA,2042,152.7,MidCase
146,IA,2044,154.0,MidCase
147,IA,2046,165.8,MidCase
148,IA,2048,155.6,MidCase
149,IA,2050,139.5,MidCase
150,ID,2022,490.1,MidCase
151,ID,2024,425.7,MidCase
152,ID,2026,331.7,MidCase
153,ID,2028,336.1,MidCase
154,ID,2030,391.8,MidCase
155,ID,2032,376.5,MidCase
156,ID,2034,379.1,MidCase
157,ID,2036,294.8,MidCase
158,ID,2038,314.5,MidCase
159,ID,2040,233.5,MidCase
160,ID,2042,250.8,MidCase
161,ID,2044,250.7,MidCase
162,ID,2046,269.4,MidCase
163,ID,2048,260.8,MidCase
164,ID,2050,225.4,MidCase
165,IL,2022,670.4,MidCase
166,IL,2024,586.1,MidCase
167,IL,2026,443.1,MidCase
168,IL,2028,391.0,MidCase
169,IL,2030,383.6,MidCase
170,IL,2032,368.1,MidCase
171,IL,2034,379.7,MidCase
172,IL,2036,397.9,MidCase
173,IL,2038,432.6,MidCase
174,IL,2040,407.1,MidCase
175,IL,2042,384.4,MidCase
176,IL,2044,388.0,MidCase
177,IL,2046,406.3,MidCase
178,IL,2048,374.4,MidCase
179,IL,2050,315.8,MidCase
180,IN,2022,669.9,MidCase
181,IN,2024,584.1,MidCase
182,IN,2026,457.8,MidCase
183,IN,2028,404.5,MidCase
184,IN,2030,430.2,MidCase
185,IN,2032,433.6,MidCase
186,IN,2034,457.9,MidCase
187,IN,2036,452.9,MidCase
188,IN,2038,469.3,MidCase
189,IN,2040,445.0,MidCase
190,IN,2042,443.2,MidCase
191,IN,2044,455.6,MidCase
192,IN,2046,479.2,MidCase
193,IN,2048,439.3,MidCase
194,IN,2050,381.2,MidCase
195,KS,2022,777.0,MidCase
196,KS,2024,653.6,MidCase
197,KS,2026,475.9,MidCase
198,KS,2028,347.9,MidCase
199,KS,2030,328.5,MidCase
200,KS,2032,220.3,MidCase
201,KS,2034,234.4,MidCase
202,KS,2036,198.6,MidCase
203,KS,2038,220.9,MidCase
204,KS,2040,192.2,MidCase
205,KS,2042,190.9,MidCase
206,KS,2044,198.0,MidCase
207,KS,2046,218.3,MidCase
208,KS,2048,188.6,MidCase
209,KS,2050,177.5,MidCase
210,KY,2022,771.6,MidCase
211,KY,2024,672.1,MidCase
212,KY,2026,529.8,MidCase
213,KY,2028,400.5,MidCase
214,KY,2030,405.6,MidCase
215,KY,2032,400.1,MidCase
216,KY,2034,469.4,MidCase
217,KY,2036,468.4,MidCase
218,KY,2038,492.1,MidCase
219,KY,2040,483.9,MidCase
220,KY,2042,508.1,MidCase
221,KY,2044,536.6,MidCase
222,KY,2046,529.8,MidCase
223,KY,2048,499.2,MidCase
224,KY,2050,450.4,MidCase
225,LA,2022,700.8,MidCase
226,LA,2024,623.4,MidCase
227,LA,2026,441.8,MidCase
228,LA,2028,407.5,MidCase
229,LA,2030,416.3,MidCase
230,LA,2032,415.9,MidCase
231,LA,2034,438.5,MidCase
232,LA,2036,437.9,MidCase
233,LA,2038,483.0,MidCase
234,LA,2040,472.7,MidCase
235,LA,2042,463.2,MidCase
236,LA,2044,450.1,MidCase
237,LA,2046,429.6,MidCase
238,LA,2048,416.3,MidCase
239,LA,2050,411.8,MidCase
240,MA,2022,417.5,MidCase
241,MA,2024,414.0,MidCase
242,MA,2026,407.6,MidCase
243,MA,2028,378.8,MidCase
244,MA,2030,355.1,MidCase
245,MA,2032,334.0,MidCase
246,MA,2034,322.1,MidCase
247,MA,2036,306.3,MidCase
248,MA,2038,292.6,MidCase
249,MA,2040,275.3,MidCase
250,MA,2042,256.1,MidCase
251,MA,2044,222.7,MidCase
252,MA,2046,173.6,MidCase
253,MA,2048,147.0,MidCase
254,MA,2050,130.3,MidCase
255,MD,2022,648.3,MidCase
256,MD,2024,564.6,MidCase
257,MD,2026,494.4,MidCase
258,MD,2028,404.3,MidCase
259,MD,2030,350.8,MidCase
260,MD,2032,280.0,MidCase
261,MD,2034,247.1,MidCase
262,MD,2036,254.3,MidCase
263,MD,2038,255.4,MidCase
264,MD,2040,255.1,MidCase
265,MD,2042,253.9,MidCase
266,MD,2044,262.9,MidCase
267,MD,2046,278.2,MidCase
268,MD,2048,285.3,MidCase
269,MD,2050,287.9,MidCase
270,ME,2022,360.1,MidCase
271,ME,2024,333.6,MidCase
272,ME,2026,284.3,MidCase
273,ME,2028,251.4,MidCase
274,ME,2030,223.7,MidCase
275,ME,2032,210.1,MidCase
276,ME,2034,202.0,MidCase
277,ME,2036,198.9,MidCase
278,ME,2038,196.5,MidCase
279,ME,2040,202.0,MidCase
280,ME,2042,206.6,MidCase
281,ME,2044,197.3,MidCase
282,ME,2046,159.9,MidCase
283,ME,2048,141.3,MidCase
284,ME,2050,124.4,MidCase
285,MI,2022,609.0,MidCase
286,MI,2024,560.4,MidCase
287,MI,2026,456.2,MidCase
288,MI,2028,402.2,MidCase
289,MI,2030,393.1,MidCase
290,MI,2032,392.0,MidCase
291,MI,2034,437.1,MidCase
292,MI,2036,443.1,MidCase
293,MI,2038,445.1,MidCase
294,MI,2040,401.0,MidCase
295,MI,2042,354.0,MidCase
296,MI,2044,367.6,MidCase
297,MI,2046,381.2,MidCase
298,MI,2048,411.1,MidCase
299,MI,2050,374.3,MidCase
300,MN,2022,632.7,MidCase
301,MN,2024,527.1,MidCase
302,MN,2026,428.4,MidCase
303,MN,2028,362.0,MidCase
304,MN,2030,389.2,MidCase
305,MN,2032,271.7,MidCase
306,MN,2034,238.3,MidCase
307,MN,2036,159.0,MidCase
308,MN,2038,175.5,MidCase
309,MN,2040,146.0,MidCase
310,MN,2042,152.5,MidCase
311,MN,2044,153.8,MidCase
312,MN,2046,165.8,MidCase
313,MN,2048,155.3,MidCase
314,MN,2050,139.2,MidCase
315,MO,2022,707.1,MidCase
316,MO,2024,615.1,MidCase
317,MO,2026,452.3,MidCase
318,MO,2028,369.8,MidCase
319,MO,2030,358.3,MidCase
320,MO,2032,277.3,MidCase
321,MO,2034,272.2,MidCase
322,MO,2036,251.8,MidCase
323,MO,2038,303.2,MidCase
324,MO,2040,273.1,MidCase
325,MO,2042,234.1,MidCase
326,MO,2044,229.4,MidCase
327,MO,2046,242.8,MidCase
328,MO,2048,221.3,MidCase
329,MO,2050,180.1,MidCase
330,MS,2022,719.5,MidCase
331,MS,2024,636.7,MidCase
332,MS,2026,464.5,MidCase
333,MS,2028,406.0,MidCase
334,MS,2030,413.4,MidCase
335,MS,2032,412.0,MidCase
336,MS,2034,446.8,MidCase
337,MS,2036,446.2,MidCase
338,MS,2038,486.0,MidCase
339,MS,2040,476.5,MidCase
340,MS,2042,475.9,MidCase
341,MS,2044,473.6,MidCase
342,MS,2046,456.2,MidCase
343,MS,2048,438.0,MidCase
344,MS,2050,422.3,MidCase
345,MT,2022,491.5,MidCase
346,MT,2024,427.3,MidCase
347,MT,2026,333.9,MidCase
348,MT,2028,339.8,MidCase
349,MT,2030,394.4,MidCase
350,MT,2032,374.8,MidCase
351,MT,2034,375.5,MidCase
352,MT,2036,292.0,MidCase
353,MT,2038,310.8,MidCase
354,MT,2040,230.8,MidCase
355,MT,2042,247.7,MidCase
356,MT,2044,248.9,MidCase
357,MT,2046,268.0,MidCase
358,MT,2048,258.4,MidCase
359,MT,2050,222.5,MidCase
360,NC,2022,770.5,MidCase
361,NC,2024,659.3,MidCase
362,NC,2026,535.3,MidCase
363,NC,2028,423.3,MidCase
364,NC,2030,434.8,MidCase
365,NC,2032,389.0,MidCase
366,NC,2034,398.5,MidCase
367,NC,2036,374.0,MidCase
368,NC,2038,395.5,MidCase
369,NC,2040,362.5,MidCase
370,NC,2042,364.0,MidCase
371,NC,2044,363.4,MidCase
372,NC,2046,370.9,MidCase
373,NC,2048,373.9,MidCase
374,NC,2050,364.8,MidCase
375,ND,2022,720.8,MidCase
376,ND,2024,585.5,MidCase
377,ND,2026,428.0,MidCase
378,ND,2028,361.7,MidCase
379,ND,2030,388.9,MidCase
380,ND,2032,271.9,MidCase
381,ND,2034,238.5,MidCase
382,ND,2036,159.2,MidCase
383,ND,2038,175.8,MidCase
384,ND,2040,146.3,MidCase
385,ND,2042,152.9,MidCase
386,ND,2044,154.3,MidCase
387,ND,2046,166.3,MidCase
388,ND,2048,155.7,MidCase
389,ND,2050,139.6,MidCase
390,NE,2022,713.4,MidCase
391,NE,2024,574.6,MidCase
392,NE,2026,410.3,MidCase
393,NE,2028,345.0,MidCase
394,NE,2030,380.2,MidCase
395,NE,2032,274.2,MidCase
396,NE,2034,242.4,MidCase
397,NE,2036,161.1,MidCase
398,NE,2038,177.1,MidCase
399,NE,2040,146.5,MidCase
400,NE,2042,152.9,MidCase
401,NE,2044,155.6,MidCase
402,NE,2046,169.3,MidCase
403,NE,2048,162.4,MidCase
404,NE,2050,148.0,MidCase
405,NH,2022,432.9,MidCase
406,NH,2024,438.5,MidCase
407,NH,2026,450.9,MidCase
408,NH,2028,417.7,MidCase
409,NH,2030,408.1,MidCase
410,NH,2032,401.9,MidCase
411,NH,2034,421.9,MidCase
412,NH,2036,423.6,MidCase
413,NH,2038,423.4,MidCase
414,NH,2040,382.1,MidCase
415,NH,2042,332.8,MidCase
416,NH,2044,252.0,MidCase
417,NH,2046,187.8,MidCase
418,NH,2048,144.9,MidCase
419,NH,2050,128.1,MidCase
420,NJ,2022,671.5,MidCase
421,NJ,2024,579.0,MidCase
422,NJ,2026,522.5,MidCase
423,NJ,2028,414.9,MidCase
424,NJ,2030,369.5,MidCase
425,NJ,2032,298.5,MidCase
426,NJ,2034,270.2,MidCase
427,NJ,2036,278.1,MidCase
428,NJ,2038,277.4,MidCase
429,NJ,2040,276.0,MidCase
430,NJ,2042,274.7,MidCase
431,NJ,2044,283.3,MidCase
432,NJ,2046,299.4,MidCase
433,NJ,2048,305.9,MidCase
434,NJ,2050,309.7,MidCase
435,NM,2022,525.2,MidCase
436,NM,2024,468.7,MidCase
437,NM,2026,395.5,MidCase
438,NM,2028,297.4,MidCase
439,NM,2030,277.0,MidCase
440,NM,2032,241.0,MidCase
441,NM,2034,282.8,MidCase
442,NM,2036,249.0,MidCase
443,NM,2038,224.6,MidCase
444,NM,2040,167.6,MidCase
445,NM,2042,144.5,MidCase
446,NM,2044,118.7,MidCase
447,NM,2046,100.5,MidCase
448,NM,2048,101.6,MidCase
449,NM,2050,97.5,MidCase
450,NV,2022,474.0,MidCase
451,NV,2024,442.3,MidCase
452,NV,2026,385.3,MidCase
453,NV,2028,310.9,MidCase
454,NV,2030,291.3,MidCase
455,NV,2032,270.7,MidCase
456,NV,2034,306.5,MidCase
457,NV,2036,280.5,MidCase
458,NV,2038,293.2,MidCase
459,NV,2040,240.0,MidCase
460,NV,2042,226.2,MidCase
461,NV,2044,197.9,MidCase
462,NV,2046,184.9,MidCase
463,NV,2048,191.7,MidCase
464,NV,2050,169.3,MidCase
465,NY,2022,397.5,MidCase
466,NY,2024,360.4,MidCase
467,NY,2026,305.0,MidCase
468,NY,2028,235.8,MidCase
469,NY,2030,193.8,MidCase
470,NY,2032,157.2,MidCase
471,NY,2034,136.5,MidCase
472,NY,2036,104.5,MidCase
473,NY,2038,90.3,MidCase
474,NY,2040,99.7,MidCase
475,NY,2042,110.6,MidCase
476,NY,2044,108.2,MidCase
477,NY,2046,90.9,MidCase
478,NY,2048,81.2,MidCase
479,NY,2050,74.2,MidCase
480,OH,2022,668.6,MidCase
481,OH,2024,582.5,MidCase
482,OH,2026,455.7,MidCase
483,OH,2028,402.4,MidCase
484,OH,2030,428.9,MidCase
485,OH,2032,433.2,MidCase
486,OH,2034,457.8,MidCase
487,OH,2036,452.9,MidCase
488,OH,2038,469.4,MidCase
489,OH,2040,445.3,MidCase
490,OH,2042,443.5,MidCase
491,OH,2044,455.7,MidCase
492,OH,2046,479.0,MidCase
493,OH,2048,438.9,MidCase
494,OH,2050,380.8,MidCase
495,OK,2022,598.5,MidCase
496,OK,2024,463.7,MidCase
497,OK,2026,319.7,MidCase
498,OK,2028,285.0,MidCase
499,OK,2030,347.9,MidCase
500,OK,2032,294.4,MidCase
501,OK,2034,310.4,MidCase
502,OK,2036,288.1,MidCase
503,OK,2038,296.1,MidCase
504,OK,2040,240.0,MidCase
505,OK,2042,221.2,MidCase
506,OK,2044,195.2,MidCase
507,OK,2046,195.5,MidCase
508,OK,2048,172.7,MidCase
509,OK,2050,187.0,MidCase
510,OR,2022,483.1,MidCase
511,OR,2024,421.5,MidCase
512,OR,2026,330.8,MidCase
513,OR,2028,338.8,MidCase
514,OR,2030,374.0,MidCase
515,OR,2032,357.9,MidCase
516,OR,2034,359.8,MidCase
517,OR,2036,296.2,MidCase
518,OR,2038,315.4,MidCase
519,OR,2040,233.7,MidCase
520,OR,2042,251.0,MidCase
521,OR,2044,252.2,MidCase
522,OR,2046,271.5,MidCase
523,OR,2048,261.9,MidCase
524,OR,2050,225.2,MidCase
525,PA,2022,703.9,MidCase
526,PA,2024,602.9,MidCase
527,PA,2026,540.8,MidCase
528,PA,2028,437.1,MidCase
529,PA,2030,457.5,MidCase
530,PA,2032,442.2,MidCase
531,PA,2034,458.1,MidCase
532,PA,2036,455.8,MidCase
533,PA,2038,461.0,MidCase
534,PA,2040,452.8,MidCase
535,PA,2042,457.6,MidCase
536,PA,2044,460.0,MidCase
537,PA,2046,466.2,MidCase
538,PA,2048,444.3,MidCase
539,PA,2050,423.4,MidCase
540,RI,2022,429.6,MidCase
541,RI,2024,430.1,MidCase
542,RI,2026,431.7,MidCase
543,RI,2028,401.3,MidCase
544,RI,2030,378.8,MidCase
545,RI,2032,358.3,MidCase
546,RI,2034,353.1,MidCase
547,RI,2036,346.9,MidCase
548,RI,2038,346.5,MidCase
549,RI,2040,331.5,MidCase
550,RI,2042,309.9,MidCase
551,RI,2044,254.7,MidCase
552,RI,2046,191.2,MidCase
553,RI,2048,148.4,MidCase
554,RI,2050,131.8,MidCase
555,SC,2022,769.6,MidCase
556,SC,2024,658.2,MidCase
557,SC,2026,534.0,MidCase
558,SC,2028,422.2,MidCase
559,SC,2030,440.6,MidCase
560,SC,2032,395.1,MidCase
561,SC,2034,404.8,MidCase
562,SC,2036,373.8,MidCase
563,SC,2038,395.2,MidCase
564,SC,2040,362.2,MidCase
565,SC,2042,363.5,MidCase
566,SC,2044,362.8,MidCase
567,SC,2046,370.3,MidCase
568,SC,2048,373.2,MidCase
569,SC,2050,364.1,MidCase
570,SD,2022,721.4,MidCase
571,SD,2024,576.2,MidCase
572,SD,2026,405.4,MidCase
573,SD,2028,343.8,MidCase
574,SD,2030,380.4,MidCase
575,SD,2032,280.0,MidCase
576,SD,2034,243.9,MidCase
577,SD,2036,163.9,MidCase
578,SD,2038,178.6,MidCase
579,SD,2040,143.2,MidCase
580,SD,2042,149.2,MidCase
581,SD,2044,152.1,MidCase
582,SD,2046,168.3,MidCase
583,SD,2048,164.1,MidCase
584,SD,2050,152.2,MidCase
585,TN,2022,779.8,MidCase
586,TN,2024,679.5,MidCase
587,TN,2026,536.7,MidCase
588,TN,2028,402.7,MidCase
589,TN,2030,405.8,MidCase
590,TN,2032,399.0,MidCase
591,TN,2034,470.6,MidCase
592,TN,2036,470.0,MidCase
593,TN,2038,493.9,MidCase
594,TN,2040,487.3,MidCase
595,TN,2042,513.6,MidCase
596,TN,2044,543.8,MidCase
597,TN,2046,535.0,MidCase
598,TN,2048,505.5,MidCase
599,TN,2050,457.8,MidCase
600,TX,2022,576.9,MidCase
601,TX,2024,491.3,MidCase
602,TX,2026,449.0,MidCase
603,TX,2028,386.9,MidCase
604,TX,2030,406.6,MidCase
605,TX,2032,321.7,MidCase
606,TX,2034,274.0,MidCase
607,TX,2036,216.8,MidCase
608,TX,2038,241.9,MidCase
609,TX,2040,283.9,MidCase
610,TX,2042,356.2,MidCase
611,TX,2044,359.0,MidCase
612,TX,2046,307.2,MidCase
613,TX,2048,234.3,MidCase
614,TX,2050,200.6,MidCase
615,UT,2022,486.6,MidCase
616,UT,2024,423.6,MidCase
617,UT,2026,331.8,MidCase
618,UT,2028,337.4,MidCase
619,UT,2030,393.0,MidCase
620,UT,2032,377.6,MidCase
621,UT,2034,380.0,MidCase
622,UT,2036,296.1,MidCase
623,UT,2038,315.5,MidCase
624,UT,2040,234.2,MidCase
625,UT,2042,251.6,MidCase
626,UT,2044,252.1,MidCase
627,UT,2046,271.3,MidCase
628,UT,2048,262.3,MidCase
629,UT,2050,226.4,MidCase
630,VA,2022,716.7,MidCase
631,VA,2024,620.7,MidCase
632,VA,2026,519.3,MidCase
633,VA,2028,417.6,MidCase
634,VA,2030,366.0,MidCase
635,VA,2032,302.7,MidCase
636,VA,2034,265.0,MidCase
637,VA,2036,248.3,MidCase
638,VA,2038,226.2,MidCase
639,VA,2040,203.1,MidCase
640,VA,2042,196.1,MidCase
641,VA,2044,200.1,MidCase
642,VA,2046,202.5,MidCase
643,VA,2048,186.4,MidCase
644,VA,2050,170.2,MidCase
645,VT,2022,327.6,MidCase
646,VT,2024,297.9,MidCase
647,VT,2026,244.4,MidCase
648,VT,2028,235.4,MidCase
649,VT,2030,217.6,MidCase
650,VT,2032,203.8,MidCase
651,VT,2034,190.3,MidCase
652,VT,2036,187.1,MidCase
653,VT,2038,184.5,MidCase
654,VT,2040,191.7,MidCase
655,VT,2042,198.7,MidCase
656,VT,2044,193.9,MidCase
657,VT,2046,159.5,MidCase
658,VT,2048,143.3,MidCase
659,VT,2050,126.5,MidCase
660,WA,2022,479.7,MidCase
661,WA,2024,419.5,MidCase
662,WA,2026,329.5,MidCase
663,WA,2028,277.3,MidCase
664,WA,2030,236.2,MidCase
665,WA,2032,185.0,MidCase
666,WA,2034,173.0,MidCase
667,WA,2036,152.2,MidCase
668,WA,2038,146.7,MidCase
669,WA,2040,122.9,MidCase
670,WA,2042,130.0,MidCase
671,WA,2044,120.6,MidCase
672,WA,2046,128.7,MidCase
673,WA,2048,127.4,MidCase
674,WA,2050,127.9,MidCase
675,WI,2022,683.3,MidCase
676,WI,2024,566.0,MidCase
677,WI,2026,451.7,MidCase
678,WI,2028,358.1,MidCase
679,WI,2030,384.0,MidCase
680,WI,2032,315.4,MidCase
681,WI,2034,323.0,MidCase
682,WI,2036,287.5,MidCase
683,WI,2038,303.2,MidCase
684,WI,2040,276.8,MidCase
685,WI,2042,281.6,MidCase
686,WI,2044,283.3,MidCase
687,WI,2046,302.6,MidCase
688,WI,2048,296.3,MidCase
689,WI,2050,279.6,MidCase
690,WV,2022,669.3,MidCase
691,WV,2024,583.1,MidCase
692,WV,2026,456.5,MidCase
693,WV,2028,403.0,MidCase
694,WV,2030,429.3,MidCase
695,WV,2032,433.3,MidCase
696,WV,2034,457.8,MidCase
697,WV,2036,452.8,MidCase
698,WV,2038,469.3,MidCase
699,WV,2040,445.2,MidCase
700,WV,2042,443.4,MidCase
701,WV,2044,455.6,MidCase
702,WV,2046,478.8,MidCase
703,WV,2048,438.8,MidCase
704,WV,2050,380.6,MidCase
705,WY,2022,611.3,MidCase
706,WY,2024,474.2,MidCase
707,WY,2026,301.7,MidCase
708,WY,2028,285.7,MidCase
709,WY,2030,359.8,MidCase
710,WY,2032,350.3,MidCase
711,WY,2034,324.3,MidCase
712,WY,2036,240.6,MidCase
713,WY,2038,251.1,MidCase
714,WY,2040,176.8,MidCase
715,WY,2042,185.8,MidCase
716,WY,2044,192.2,MidCase
717,WY,2046,221.6,MidCase
718,WY,2048,233.1,MidCase
719,WY,2050,221.4,MidCase
0,AL,2022,435.3,MidCase95by2035
1,AL,2024,407.1,MidCase95by2035
2,AL,2026,348.4,MidCase95by2035
3,AL,2028,291.2,MidCase95by2035
4,AL,2030,222.8,MidCase95by2035
5,AL,2032,153.0,MidCase95by2035
6,AL,2034,88.2,MidCase95by2035
7,AL,2036,54.2,MidCase95by2035
8,AL,2038,33.1,MidCase95by2035
9,AL,2040,30.8,MidCase95by2035
10,AL,2042,27.4,MidCase95by2035
11,AL,2044,27.1,MidCase95by2035
12,AL,2046,18.5,MidCase95by2035
13,AL,2048,13.2,MidCase95by2035
14,AL,2050,11.2,MidCase95by2035
15,AR,2022,443.4,MidCase95by2035
16,AR,2024,417.3,MidCase95by2035
17,AR,2026,357.6,MidCase95by2035
18,AR,2028,296.2,MidCase95by2035
19,AR,2030,222.1,MidCase95by2035
20,AR,2032,150.4,MidCase95by2035
21,AR,2034,81.5,MidCase95by2035
22,AR,2036,41.6,MidCase95by2035
23,AR,2038,21.9,MidCase95by2035
24,AR,2040,21.9,MidCase95by2035
25,AR,2042,22.6,MidCase95by2035
26,AR,2044,23.8,MidCase95by2035
27,AR,2046,16.2,MidCase95by2035
28,AR,2048,12.0,MidCase95by2035
29,AR,2050,8.5,MidCase95by2035
30,AZ,2022,460.5,MidCase95by2035
31,AZ,2024,429.7,MidCase95by2035
32,AZ,2026,366.6,MidCase95by2035
33,AZ,2028,299.7,MidCase95by2035
34,AZ,2030,225.4,MidCase95by2035
35,AZ,2032,151.4,MidCase95by2035
36,AZ,2034,83.3,MidCase95by2035
37,AZ,2036,42.5,MidCase95by2035
38,AZ,2038,22.0,MidCase95by2035
39,AZ,2040,20.0,MidCase95by2035
40,AZ,2042,21.1,MidCase95by2035
41,AZ,2044,21.6,MidCase95by2035
42,AZ,2046,16.3,MidCase95by2035
43,AZ,2048,13.9,MidCase95by2035
44,AZ,2050,11.7,MidCase95by2035
45,CA,2022,392.0,MidCase95by2035
46,CA,2024,380.5,MidCase95by2035
47,CA,2026,346.9,MidCase95by2035
48,CA,2028,294.5,MidCase95by2035
49,CA,2030,222.9,MidCase95by2035
50,CA,2032,149.9,MidCase95by2035
51,CA,2034,81.2,MidCase95by2035
52,CA,2036,41.2,MidCase95by2035
53,CA,2038,21.9,MidCase95by2035
54,CA,2040,18.3,MidCase95by2035
55,CA,2042,15.4,MidCase95by2035
56,CA,2044,12.2,MidCase95by2035
57,CA,2046,8.7,MidCase95by2035
58,CA,2048,6.3,MidCase95by2035
59,CA,2050,5.5,MidCase95by2035
60,CO,2022,428.0,MidCase95by2035
61,CO,2024,398.6,MidCase95by2035
62,CO,2026,339.7,MidCase95by2035
63,CO,2028,277.0,MidCase95by2035
64,CO,2030,210.5,MidCase95by2035
65,CO,2032,143.2,MidCase95by2035
66,CO,2034,80.5,MidCase95by2035
67,CO,2036,41.1,MidCase95by2035
68,CO,2038,21.1,MidCase95by2035
69,CO,2040,19.4,MidCase95by2035
70,CO,2042,20.4,MidCase95by2035
71,CO,2044,22.1,MidCase95by2035
72,CO,2046,16.8,MidCase95by2035
73,CO,2048,15.0,MidCase95by2035
74,CO,2050,12.1,MidCase95by2035
75,CT,2022,447.5,MidCase95by2035
76,CT,2024,421.2,MidCase95by2035
77,CT,2026,358.8,MidCase95by2035
78,CT,2028,301.9,MidCase95by2035
79,CT,2030,226.9,MidCase95by2035
80,CT,2032,151.3,MidCase95by2035
81,CT,2034,81.3,MidCase95by2035
82,CT,2036,41.4,MidCase95by2035
83,CT,2038,22.5,MidCase95by2035
84,CT,2040,19.8,MidCase95by2035
85,CT,2042,17.3,MidCase95by2035
86,CT,2044,25.2,MidCase95by2035
87,CT,2046,24.5,MidCase95by2035
88,CT,2048,22.5,MidCase95by2035
89,CT,2050,13.0,MidCase95by2035
90,DE,2022,430.1,MidCase95by2035
91,DE,2024,401.4,MidCase95by2035
92,DE,2026,337.7,MidCase95by2035
93,DE,2028,283.3,MidCase95by2035
94,DE,2030,216.1,MidCase95by2035
95,DE,2032,151.6,MidCase95by2035
96,DE,2034,86.0,MidCase95by2035
97,DE,2036,50.4,MidCase95by2035
98,DE,2038,28.7,MidCase95by2035
99,DE,2040,27.7,MidCase95by2035
100,DE,2042,30.3,MidCase95by2035
101,DE,2044,31.0,MidCase95by2035
102,DE,2046,23.5,MidCase95by2035
103,DE,2048,17.5,MidCase95by2035
104,DE,2050,16.0,MidCase95by2035
105,FL,2022,444.5,MidCase95by2035
106,FL,2024,413.9,MidCase95by2035
107,FL,2026,351.8,MidCase95by2035
108,FL,2028,297.1,MidCase95by2035
109,FL,2030,228.7,MidCase95by2035
110,FL,2032,154.9,MidCase95by2035
111,FL,2034,94.3,MidCase95by2035
112,FL,2036,70.1,MidCase95by2035
113,FL,2038,50.4,MidCase95by2035
114,FL,2040,46.8,MidCase95by2035
115,FL,2042,34.0,MidCase95by2035
116,FL,2044,40.0,MidCase95by2035
117,FL,2046,27.3,MidCase95by2035
118,FL,2048,17.5,MidCase95by2035
119,FL,2050,6.1,MidCase95by2035
120,GA,2022,435.1,MidCase95by2035
121,GA,2024,407.1,MidCase95by2035
122,GA,2026,348.4,MidCase95by2035
123,GA,2028,291.4,MidCase95by2035
124,GA,2030,222.3,MidCase95by2035
125,GA,2032,152.0,MidCase95by2035
126,GA,2034,86.6,MidCase95by2035
127,GA,2036,52.6,MidCase95by2035
128,GA,2038,31.6,MidCase95by2035
129,GA,2040,29.6,MidCase95by2035
130,GA,2042,26.6,MidCase95by2035
131,GA,2044,26.6,MidCase95by2035
132,GA,2046,18.2,MidCase95by2035
133,GA,2048,13.0,MidCase95by2035
134,GA,2050,11.0,MidCase95by2035
135,IA,2022,430.7,MidCase95by2035
136,IA,2024,399.1,MidCase95by2035
137,IA,2026,342.4,MidCase95by2035
138,IA,2028,281.2,MidCase95by2035
139,IA,2030,216.6,MidCase95by2035
140,IA,2032,147.1,MidCase95by2035
141,IA,2034,81.7,MidCase95by2035
142,IA,2036,43.4,MidCase95by2035
143,IA,2038,23.8,MidCase95by2035
144,IA,2040,21.3,MidCase95by2035
145,IA,2042,18.6,MidCase95by2035
146,IA,2044,17.5,MidCase95by2035
147,IA,2046,12.4,MidCase95by2035
148,IA,2048,13.1,MidCase95by2035
149,IA,2050,13.2,MidCase95by2035
150,ID,2022,444.9,MidCase95by2035
151,ID,2024,415.7,MidCase95by2035
152,ID,2026,351.9,MidCase95by2035
153,ID,2028,290.3,MidCase95by2035
154,ID,2030,218.8,MidCase95by2035
155,ID,2032,147.6,MidCase95by2035
156,ID,2034,83.6,MidCase95by2035
157,ID,2036,44.2,MidCase95by2035
158,ID,2038,26.6,MidCase95by2035
159,ID,2040,20.3,MidCase95by2035
160,ID,2042,17.3,MidCase95by2035
161,ID,2044,15.1,MidCase95by2035
162,ID,2046,11.5,MidCase95by2035
163,ID,2048,11.0,MidCase95by2035
164,ID,2050,9.1,MidCase95by2035
165,IL,2022,433.7,MidCase95by2035
166,IL,2024,403.6,MidCase95by2035
167,IL,2026,344.3,MidCase95by2035
