,component,heating_sensible_btuh_sf,heating_latent_btuh_sf,cooling_sensible_btuh_sf,cooling_latent_btuh_sf,sim_name,building_type,climate_zone,ashrae_standard
4,Water Use Equipment,0.0,0.0,0.24008505147613377,0.0,RestaurantSitDown_STD2016_Denver,RestaurantSitDown,5B,STD2016
5,Infiltration,0.5967051639694324,0.13933539904226222,1.3403949078154673,0.0,RestaurantSitDown_STD2016_Denver,RestaurantSitDown,5B,STD2016
6,Interzone Ceiling,1.4973057945861463,0.0,0.4944707453816866,0.0,RestaurantSitDown_STD2016_Denver,RestaurantSitDown,5B,STD2016
7,Exterior Wall,1.7297434825671734,0.0,0.0,0.0,RestaurantSitDown_STD2016_Denver,RestaurantSitDown,5B,STD2016
8,Fenestration Conduction,2.0264786326339603,0.0,0.16896529790733386,0.0,RestaurantSitDown_STD2016_Denver,RestaurantSitDown,5B,STD2016
9,Fenestration Solar,0.0,0.0,1.1486220025261016,0.0,RestaurantSitDown_STD2016_Denver,RestaurantSitDown,5B,STD2016
10,Opaque Door,0.06973130639430809,0.0,0.0,0.0,RestaurantSitDown_STD2016_Denver,RestaurantSitDown,5B,STD2016
0,People,0.0,0.0,0.3835576695116169,0.056884779516358466,ApartmentMidRise_STD2013_Rochester,ApartmentMidRise,6A,STD2013
1,Lights,0.0,0.0,0.2745350284495021,0.0,ApartmentMidRise_STD2013_Rochester,ApartmentMidRise,6A,STD2013
2,Equipment,0.0,0.0,1.683821420104315,0.0,ApartmentMidRise_STD2013_Rochester,ApartmentMidRise,6A,STD2013
3,Water Use Equipment,0.0,0.0,0.22711919155998103,0.0,ApartmentMidRise_STD2013_Rochester,ApartmentMidRise,6A,STD2013
4,Infiltration,2.484326102418208,0.8486782835467046,0.34440463489805595,0.8112737079184448,ApartmentMidRise_STD2013_Rochester,ApartmentMidRise,6A,STD2013
5,Roof,0.6609382408724515,0.0,0.4808191085822665,0.0,ApartmentMidRise_STD2013_Rochester,ApartmentMidRise,6A,STD2013
6,Interzone Ceiling,0.0,0.0,0.009220305832147937,0.0,ApartmentMidRise_STD2013_Rochester,ApartmentMidRise,6A,STD2013
7,Exterior Wall,1.8431810099573258,0.0,0.398862316263632,0.0,ApartmentMidRise_STD2013_Rochester,ApartmentMidRise,6A,STD2013
8,Interzone Wall,0.7229077761972499,0.0,0.0,0.0,ApartmentMidRise_STD2013_Rochester,ApartmentMidRise,6A,STD2013
9,Ground Contact Floor,0.03236427216690374,0.0,0.0,0.0,ApartmentMidRise_STD2013_Rochester,ApartmentMidRise,6A,STD2013
10,Fenestration Conduction,2.8001481744902796,0.0,0.39841779279279277,0.0,ApartmentMidRise_STD2013_Rochester,ApartmentMidRise,6A,STD2013
11,Fenestration Solar,0.0,0.0,1.2117383831199622,0.0,ApartmentMidRise_STD2013_Rochester,ApartmentMidRise,6A,STD2013
0,People,0.0,0.0,11.501359369252668,6.477986214396521,RestaurantFastFood_STD2013_NewYork,RestaurantFastFood,4A,STD2013
1,Lights,0.0,0.0,3.983495658014681,0.0,RestaurantFastFood_STD2013_NewYork,RestaurantFastFood,4A,STD2013
2,Equipment,0.0,0.0,30.674990804266823,8.091089734363257,RestaurantFastFood_STD2013_NewYork,RestaurantFastFood,4A,STD2013
3,Refrigeration,0.0,0.009635529114490877,2.7998328775448194,0.0,RestaurantFastFood_STD2013_NewYork,RestaurantFastFood,4A,STD2013
4,Water Use Equipment,0.0,0.0,0.34968174766908156,0.0,RestaurantFastFood_STD2013_NewYork,RestaurantFastFood,4A,STD2013
5,Infiltration,1.5297302051847943,0.1956292280381903,5.799712933198996,6.716215675926371,RestaurantFastFood_STD2013_NewYork,RestaurantFastFood,4A,STD2013
6,Interzone Ceiling,1.2729293607766,0.0,0.42281981160741416,0.0,RestaurantFastFood_STD2013_NewYork,RestaurantFastFood,4A,STD2013
7,Exterior Wall,2.5305858081850023,0.0,0.0,0.0,RestaurantFastFood_STD2013_NewYork,RestaurantFastFood,4A,STD2013
8,Interzone Wall,0.03534360056933583,0.0,0.0,0.0,RestaurantFastFood_STD2013_NewYork,RestaurantFastFood,4A,STD2013
9,Fenestration Conduction,2.050568536199204,0.0,0.2598874122407203,0.0,RestaurantFastFood_STD2013_NewYork,RestaurantFastFood,4A,STD2013
10,Fenestration Solar,0.0,0.0,1.4730405092037295,0.0,RestaurantFastFood_STD2013_NewYork,RestaurantFastFood,4A,STD2013
11,Opaque Door,0.15772681475795233,0.0,0.0,0.0,RestaurantFastFood_STD2013_NewYork,RestaurantFastFood,4A,STD2013
0,People,0.0,0.0,1.6909737714534578,1.950583054101377,RetailStripmall_STD2019_NewYork,RetailStripmall,4A,STD2019
1,Lights,0.0,0.0,7.004129818417754,0.0,RetailStripmall_STD2019_NewYork,RetailStripmall,4A,STD2019
2,Equipment,0.0,0.0,2.1169330109944804,0.0,RetailStripmall_STD2019_NewYork,RetailStripmall,4A,STD2019
3,Water Use Equipment,0.0,0.0,0.04098621468123117,0.0,RetailStripmall_STD2019_NewYork,RetailStripmall,4A,STD2019
4,Infiltration,3.338544675631716,1.465345610651403,0.0,0.0,RetailStripmall_STD2019_NewYork,RetailStripmall,4A,STD2019
5,Roof,2.2647341148865445,0.0,1.1890935108567162,0.0,RetailStripmall_STD2019_NewYork,RetailStripmall,4A,STD2019
6,Exterior Wall,2.138217596501675,0.0,0.0,0.0,RetailStripmall_STD2019_NewYork,RetailStripmall,4A,STD2019
7,Interzone Wall,0.6734097110504751,0.0,0.0,0.0,RetailStripmall_STD2019_NewYork,RetailStripmall,4A,STD2019
8,Ground Contact Floor,2.008483614935429,0.0,0.0,0.0,RetailStripmall_STD2019_NewYork,RetailStripmall,4A,STD2019
9,Fenestration Conduction,1.0236643528188354,0.0,0.0,0.0,RetailStripmall_STD2019_NewYork,RetailStripmall,4A,STD2019
10,Fenestration Solar,0.0,0.0,0.2577427984819262,0.0,RetailStripmall_STD2019_NewYork,RetailStripmall,4A,STD2019
11,Opaque Door,0.31534694385437867,0.0,0.0,0.0,RetailStripmall_STD2019_NewYork,RetailStripmall,4A,STD2019
0,People,0.0,0.0,1.009606310844744,0.5465621798462236,Hospital_STD2019_Rochester,Hospital,6A,STD2019
1,Lights,0.0,0.0,5.960188727804742,0.0,Hospital_STD2019_Rochester,Hospital,6A,STD2019
2,Equipment,0.0,0.0,12.545753193795282,0.0,Hospital_STD2019_Rochester,Hospital,6A,STD2019
3,Refrigeration,0.08177719069232546,0.007268825994341942,0.0,0.0,Hospital_STD2019_Rochester,Hospital,6A,STD2019
4,Water Use Equipment,0.0,0.0,0.0180570870308179,0.0,Hospital_STD2019_Rochester,Hospital,6A,STD2019
5,Infiltration,0.38019611752941396,0.1419901147941228,0.05338645477710424,0.12280560618762747,Hospital_STD2019_Rochester,Hospital,6A,STD2019
6,Roof,0.49999759858790344,0.0,0.31729394310872566,0.0,Hospital_STD2019_Rochester,Hospital,6A,STD2019
7,Interzone Ceiling,0.0,0.0,0.1144719195430891,0.0,Hospital_STD2019_Rochester,Hospital,6A,STD2019
8,Exterior Wall,1.2196772038421269,0.0,0.0,0.0,Hospital_STD2019_Rochester,Hospital,6A,STD2019
9,Interzone Wall,0.0029276525749596647,0.0,0.0,0.0,Hospital_STD2019_Rochester,Hospital,6A,STD2019
10,Ground Contact Wall,0.03811993281345798,0.0,0.0,0.0,Hospital_STD2019_Rochester,Hospital,6A,STD2019
11,Fenestration Conduction,0.945862400080555,0.0,0.13801631602185715,0.0,Hospital_STD2019_Rochester,Hospital,6A,STD2019
12,Fenestration Solar,0.0,0.0,0.618137385282888,0.0,Hospital_STD2019_Rochester,Hospital,6A,STD2019
13,Opaque Door,0.05239591369093064,0.0,0.0,0.0,Hospital_STD2019_Rochester,Hospital,6A,STD2019
0,People,0.0,0.0,1.1534529914529914,0.6854876678876679,OutPatientHealthCare_STD2019_Fairbanks,OutPatientHealthCare,8,STD2019
1,Lights,0.0,0.0,1.574390231990232,0.0,OutPatientHealthCare_STD2019_Fairbanks,OutPatientHealthCare,8,STD2019
2,Equipment,0.0,0.0,6.166127716727717,0.0,OutPatientHealthCare_STD2019_Fairbanks,OutPatientHealthCare,8,STD2019
3,Water Use Equipment,0.0,0.0,0.02887203907203907,0.0,OutPatientHealthCare_STD2019_Fairbanks,OutPatientHealthCare,8,STD2019
4,Infiltration,0.10031990231990233,0.03782173382173382,0.0,0.0,OutPatientHealthCare_STD2019_Fairbanks,OutPatientHealthCare,8,STD2019
5,Roof,1.262002442002442,0.0,0.0,0.0,OutPatientHealthCare_STD2019_Fairbanks,OutPatientHealthCare,8,STD2019
6,Interzone Ceiling,0.16962637362637362,0.0,0.0,0.0,OutPatientHealthCare_STD2019_Fairbanks,OutPatientHealthCare,8,STD2019
7,Exterior Wall,1.3416776556776555,0.0,0.0,0.0,OutPatientHealthCare_STD2019_Fairbanks,OutPatientHealthCare,8,STD2019
8,Ground Contact Floor,0.033335775335775336,0.0,0.0,0.0,OutPatientHealthCare_STD2019_Fairbanks,OutPatientHealthCare,8,STD2019
9,Fenestration Conduction,1.9363565323565324,0.0,0.0,0.0,OutPatientHealthCare_STD2019_Fairbanks,OutPatientHealthCare,8,STD2019
10,Fenestration Solar,0.0,0.0,0.6327477411477411,0.0,OutPatientHealthCare_STD2019_Fairbanks,OutPatientHealthCare,8,STD2019
11,Opaque Door,0.3515775335775336,0.0,0.0,0.0,OutPatientHealthCare_STD2019_Fairbanks,OutPatientHealthCare,8,STD2019
0,People,0.0,0.0,3.693208351252129,3.7671981968629753,RetailStandalone_STD2016_Atlanta,RetailStandalone,3A,STD2016
1,Lights,0.0,0.0,9.6557250653378,0.0,RetailStandalone_STD2016_Atlanta,RetailStandalone,3A,STD2016
2,Equipment,0.0,0.0,2.987675918029507,0.0,RetailStandalone_STD2016_Atlanta,RetailStandalone,3A,STD2016
3,Water Use Equipment,0.0,0.0,0.017874656708270667,0.0,RetailStandalone_STD2016_Atlanta,RetailStandalone,3A,STD2016
4,Infiltration,0.6189374741341678,0.2781240053549865,0.0,0.0,RetailStandalone_STD2016_Atlanta,RetailStandalone,3A,STD2016
5,Roof,2.2168567071368233,0.0,0.0,0.0,RetailStandalone_STD2016_Atlanta,RetailStandalone,3A,STD2016
6,Exterior Wall,2.436790182848655,0.0,0.0,0.0,RetailStandalone_STD2016_Atlanta,RetailStandalone,3A,STD2016
7,Interzone Wall,0.1537898354062444,0.0,0.0,0.0,RetailStandalone_STD2016_Atlanta,RetailStandalone,3A,STD2016
8,Fenestration Conduction,0.8001987467776538,0.0,0.0,0.0,RetailStandalone_STD2016_Atlanta,RetailStandalone,3A,STD2016
9,Fenestration Solar,0.0,0.0,0.030028257029634648,0.0,RetailStandalone_STD2016_Atlanta,RetailStandalone,3A,STD2016
10,Opaque Door,0.2285223492938172,0.0,0.0,0.0,RetailStandalone_STD2016_Atlanta,RetailStandalone,3A,STD2016
0,People,0.0,0.0,1.012763546696866,0.5465787827126153,Hospital_STD2016_GreatFalls,Hospital,6B,STD2016
1,Lights,0.0,0.0,6.339284418942737,0.0,Hospital_STD2016_GreatFalls,Hospital,6B,STD2016
2,Equipment,0.0,0.0,12.581834244931448,0.0,Hospital_STD2016_GreatFalls,Hospital,6B,STD2016
3,Refrigeration,0.08177884683859894,0.006548816401942726,0.0,0.0,Hospital_STD2016_GreatFalls,Hospital,6B,STD2016
4,Water Use Equipment,0.0,0.0,0.0180570870308179,0.0,Hospital_STD2016_GreatFalls,Hospital,6B,STD2016
5,Infiltration,0.17099379044516216,0.061758936648099054,0.045210350450488344,0.0,Hospital_STD2016_GreatFalls,Hospital,6B,STD2016
6,Roof,0.5211817796086659,0.0,0.32365482831228426,0.0,Hospital_STD2016_GreatFalls,Hospital,6B,STD2016
7,Interzone Ceiling,0.0,0.0,0.09615854387644884,0.0,Hospital_STD2016_GreatFalls,Hospital,6B,STD2016
8,Exterior Wall,1.2545407390453378,0.0,0.0,0.0,Hospital_STD2016_GreatFalls,Hospital,6B,STD2016
9,Interzone Wall,0.0037486870900416917,0.0,0.0,0.0,Hospital_STD2016_GreatFalls,Hospital,6B,STD2016
10,Ground Contact Wall,0.037031430675207526,0.0,0.0,0.0,Hospital_STD2016_GreatFalls,Hospital,6B,STD2016
11,Fenestration Conduction,1.0059796817350584,0.0,0.18880075798502644,0.0,Hospital_STD2016_GreatFalls,Hospital,6B,STD2016
12,Fenestration Solar,0.0,0.0,0.735409723963476,0.0,Hospital_STD2016_GreatFalls,Hospital,6B,STD2016
13,Opaque Door,0.0529739087403782,0.0,0.0,0.0,Hospital_STD2016_GreatFalls,Hospital,6B,STD2016
0,People,0.0,0.0,1.6804685764058624,1.9527455093279766,RetailStripmall_STD2016_NewYork,RetailStripmall,4A,STD2016
1,Lights,0.0,0.0,7.8710846050608385,0.0,RetailStripmall_STD2016_NewYork,RetailStripmall,4A,STD2016
2,Equipment,0.0,0.0,2.11255655002622,0.0,RetailStripmall_STD2016_NewYork,RetailStripmall,4A,STD2016
3,Water Use Equipment,0.0,0.0,0.040983992676271654,0.0,RetailStripmall_STD2016_NewYork,RetailStripmall,4A,STD2016
4,Infiltration,3.338544675631716,1.4659988801095003,0.0,0.0,RetailStripmall_STD2016_NewYork,RetailStripmall,4A,STD2016
5,Roof,2.2642897138946414,0.0,1.204188923749678,0.0,RetailStripmall_STD2016_NewYork,RetailStripmall,4A,STD2016
6,Exterior Wall,2.1381198282834566,0.0,0.0,0.0,RetailStripmall_STD2016_NewYork,RetailStripmall,4A,STD2016
7,Interzone Wall,0.6742051888259815,0.0,0.0,0.0,RetailStripmall_STD2016_NewYork,RetailStripmall,4A,STD2016
8,Ground Contact Floor,2.0157362391232856,0.0,0.0,0.0,RetailStripmall_STD2016_NewYork,RetailStripmall,4A,STD2016
9,Fenestration Conduction,1.0690865782012424,0.0,0.0,0.0,RetailStripmall_STD2016_NewYork,RetailStripmall,4A,STD2016
10,Fenestration Solar,0.0,0.0,0.2603727635520082,0.0,RetailStripmall_STD2016_NewYork,RetailStripmall,4A,STD2016
11,Opaque Door,0.31525806365599807,0.0,0.0,0.0,RetailStripmall_STD2016_NewYork,RetailStripmall,4A,STD2016
0,People,0.0,0.0,2.0589995254783244,1.0353396793811418,SchoolSecondary_STD2016_PortAngeles,SchoolSecondary,5C,STD2016
1,Lights,0.0,0.0,2.9680022656418616,0.0,SchoolSecondary_STD2016_PortAngeles,SchoolSecondary,5C,STD2016
2,Equipment,0.0,0.0,2.8326256600535826,0.1658420540757467,SchoolSecondary_STD2016_PortAngeles,SchoolSecondary,5C,STD2016
3,Refrigeration,0.0,0.005251600799441953,0.09091594442141165,0.0,SchoolSecondary_STD2016_PortAngeles,SchoolSecondary,5C,STD2016
4,Water Use Equipment,0.0,0.0,0.01058513339900521,0.0,SchoolSecondary_STD2016_PortAngeles,SchoolSecondary,5C,STD2016
5,Infiltration,0.1653263294288026,0.07975311596877337,0.002287499824567326,0.0,SchoolSecondary_STD2016_PortAngeles,SchoolSecondary,5C,STD2016
6,Roof,1.159855105887369,0.0,1.3385432412144265,0.0,SchoolSecondary_STD2016_PortAngeles,SchoolSecondary,5C,STD2016
7,Interzone Ceiling,0.1310752334961475,0.0,0.0,0.0,SchoolSecondary_STD2016_PortAngeles,SchoolSecondary,5C,STD2016
8,Exterior Wall,0.6279721613950254,0.0,0.0,0.0,SchoolSecondary_STD2016_PortAngeles,SchoolSecondary,5C,STD2016
9,Interzone Wall,0.32061411677329815,0.0,0.0,0.0,SchoolSecondary_STD2016_PortAngeles,SchoolSecondary,5C,STD2016
10,Ground Contact Floor,0.07795090085152176,0.0,0.0,0.0,SchoolSecondary_STD2016_PortAngeles,SchoolSecondary,5C,STD2016
11,Fenestration Conduction,1.710562924570778,0.0,0.386649677829748,0.0,SchoolSecondary_STD2016_PortAngeles,SchoolSecondary,5C,STD2016
12,Fenestration Solar,0.0,0.0,1.4486983654226562,0.0,SchoolSecondary_STD2016_PortAngeles,SchoolSecondary,5C,STD2016
13,Opaque Door,0.12082474977610998,0.0,0.0,0.0,SchoolSecondary_STD2016_PortAngeles,SchoolSecondary,5C,STD2016
0,People,0.0,0.0,3.6862813700407453,3.7676286529034115,RetailStandalone_STD2019_Atlanta,RetailStandalone,3A,STD2019
1,Lights,0.0,0.0,7.98540458413411,0.0,RetailStandalone_STD2019_Atlanta,RetailStandalone,3A,STD2019
2,Equipment,0.0,0.0,2.9829340175276187,0.0,RetailStandalone_STD2019_Atlanta,RetailStandalone,3A,STD2019
3,Water Use Equipment,0.0,0.0,0.017873441874666426,0.0,RetailStandalone_STD2019_Atlanta,RetailStandalone,3A,STD2019
4,Infiltration,0.6189617708062526,0.27741535241917914,0.0,0.0,RetailStandalone_STD2019_Atlanta,RetailStandalone,3A,STD2019
5,Roof,2.216917448817035,0.0,0.0,0.0,RetailStandalone_STD2019_Atlanta,RetailStandalone,3A,STD2019
6,Exterior Wall,2.4373085118531312,0.0,0.0,0.0,RetailStandalone_STD2019_Atlanta,RetailStandalone,3A,STD2019
7,Interzone Wall,0.1530568857983522,0.0,0.0,0.0,RetailStandalone_STD2019_Atlanta,RetailStandalone,3A,STD2019
8,Fenestration Conduction,0.7719781621511301,0.0,0.0,0.0,RetailStandalone_STD2019_Atlanta,RetailStandalone,3A,STD2019
9,Fenestration Solar,0.0,0.0,0.026744156852835866,0.0,RetailStandalone_STD2019_Atlanta,RetailStandalone,3A,STD2019
10,Opaque Door,0.22853044818451215,0.0,0.0,0.0,RetailStandalone_STD2019_Atlanta,RetailStandalone,3A,STD2019
0,People,0.0,0.0,1.0661980463980463,0.6854976800976801,OutPatientHealthCare_STD2013_SanDiego,OutPatientHealthCare,3C,STD2013
1,Lights,0.0,0.0,2.057926495726496,0.0,OutPatientHealthCare_STD2013_SanDiego,OutPatientHealthCare,3C,STD2013
2,Equipment,0.0,0.0,6.094076190476191,0.0,OutPatientHealthCare_STD2013_SanDiego,OutPatientHealthCare,3C,STD2013
3,Water Use Equipment,0.0,0.0,0.02887203907203907,0.0,OutPatientHealthCare_STD2013_SanDiego,OutPatientHealthCare,3C,STD2013
4,Infiltration,0.230998778998779,0.08605616605616606,0.0,0.0,OutPatientHealthCare_STD2013_SanDiego,OutPatientHealthCare,3C,STD2013
5,Roof,0.4837069597069597,0.0,0.0,0.0,OutPatientHealthCare_STD2013_SanDiego,OutPatientHealthCare,3C,STD2013
6,Interzone Ceiling,0.06840781440781442,0.0,0.0,0.0,OutPatientHealthCare_STD2013_SanDiego,OutPatientHealthCare,3C,STD2013
7,Exterior Wall,0.7417997557997558,0.0,0.0,0.0,OutPatientHealthCare_STD2013_SanDiego,OutPatientHealthCare,3C,STD2013
8,Fenestration Conduction,1.0675799755799755,0.0,0.006143101343101343,0.0,OutPatientHealthCare_STD2013_SanDiego,OutPatientHealthCare,3C,STD2013
9,Fenestration Solar,0.0,0.0,0.1755892551892552,0.0,OutPatientHealthCare_STD2013_SanDiego,OutPatientHealthCare,3C,STD2013
10,Opaque Door,0.14957509157509158,0.0,0.0,0.0,OutPatientHealthCare_STD2013_SanDiego,OutPatientHealthCare,3C,STD2013
0,People,0.0,0.0,16.612014429673515,9.044401232156,RestaurantSitDown_STD2016_Tucson,RestaurantSitDown,2B,STD2016
1,Lights,0.0,0.0,3.5644564792687023,0.0,RestaurantSitDown_STD2016_Tucson,RestaurantSitDown,2B,STD2016
2,Equipment,0.0,0.0,20.563160716395124,5.244535715259289,RestaurantSitDown_STD2016_Tucson,RestaurantSitDown,2B,STD2016
3,Refrigeration,0.0,0.00481594896911432,1.2758066714523266,0.0,RestaurantSitDown_STD2016_Tucson,RestaurantSitDown,2B,STD2016
4,Water Use Equipment,0.0,0.0,0.24007778211919928,0.0,RestaurantSitDown_STD2016_Tucson,RestaurantSitDown,2B,STD2016
5,Infiltration,0.2999518405103088,0.05201224886643465,5.249955020853967,0.0,RestaurantSitDown_STD2016_Tucson,RestaurantSitDown,2B,STD2016
6,Interzone Ceiling,1.1557005388410828,0.0,0.6295808307057636,0.0,RestaurantSitDown_STD2016_Tucson,RestaurantSitDown,2B,STD2016
7,Exterior Wall,1.56803663755895,0.0,0.0,0.0,RestaurantSitDown_STD2016_Tucson,RestaurantSitDown,2B,STD2016
8,Ground Contact Floor,0.0,0.0,0.5171911204805044,0.0,RestaurantSitDown_STD2016_Tucson,RestaurantSitDown,2B,STD2016
9,Fenestration Conduction,1.4931259143488018,0.0,1.236873813050313,0.0,RestaurantSitDown_STD2016_Tucson,RestaurantSitDown,2B,STD2016
10,Fenestration Solar,0.0,0.0,0.5761528745763328,0.0,RestaurantSitDown_STD2016_Tucson,RestaurantSitDown,2B,STD2016
11,Opaque Door,0.045578867979391376,0.0,0.0,0.0,RestaurantSitDown_STD2016_Tucson,RestaurantSitDown,2B,STD2016
0,People,0.0,0.0,0.5291495689970213,0.4813232664044403,OfficeMedium_STD2019_Honolulu,OfficeMedium,1A,STD2019
1,Lights,0.0,0.0,4.590573459941857,0.0,OfficeMedium_STD2019_Honolulu,OfficeMedium,1A,STD2019
2,Equipment,0.0,0.0,6.691271835420852,0.0,OfficeMedium_STD2019_Honolulu,OfficeMedium,1A,STD2019
3,Water Use Equipment,0.0,0.0,0.016451426210410597,0.0,OfficeMedium_STD2019_Honolulu,OfficeMedium,1A,STD2019
4,Infiltration,0.017162927926516938,0.0,0.0,0.203771779485183,OfficeMedium_STD2019_Honolulu,OfficeMedium,1A,STD2019
5,Interzone Ceiling,0.3209644651878767,0.0,0.0,0.0,OfficeMedium_STD2019_Honolulu,OfficeMedium,1A,STD2019
6,Exterior Wall,0.16906369655719683,0.0,0.0,0.0,OfficeMedium_STD2019_Honolulu,OfficeMedium,1A,STD2019
7,Fenestration Conduction,0.5138959119229489,0.0,0.0,0.0,OfficeMedium_STD2019_Honolulu,OfficeMedium,1A,STD2019
8,Fenestration Solar,0.0,0.0,0.178131614392919,0.0,OfficeMedium_STD2019_Honolulu,OfficeMedium,1A,STD2019
9,Opaque Door,0.006167839824108423,0.0,0.0,0.0,OfficeMedium_STD2019_Honolulu,OfficeMedium,1A,STD2019
0,People,0.0,0.0,0.02564207492795389,0.016671469740634007,Warehouse_STD2013_SanDiego,Warehouse,3C,STD2013
1,Lights,0.0,0.0,0.9089707973102786,0.0,Warehouse_STD2013_SanDiego,Warehouse,3C,STD2013
2,Equipment,0.0,0.0,0.5285218059558118,0.0,Warehouse_STD2013_SanDiego,Warehouse,3C,STD2013
3,Water Use Equipment,0.0,0.0,0.0018897214217098942,0.0,Warehouse_STD2013_SanDiego,Warehouse,3C,STD2013
4,Infiltration,0.6396176753121998,0.5427512007684918,0.0,0.004951008645533141,Warehouse_STD2013_SanDiego,Warehouse,3C,STD2013
5,Zone Ventilation,0.19317195004803075,0.20885878962536022,0.0,0.0,Warehouse_STD2013_SanDiego,Warehouse,3C,STD2013
6,Roof,1.8300211335254564,0.0,5.699829971181557,0.0,Warehouse_STD2013_SanDiego,Warehouse,3C,STD2013
7,Interzone Ceiling,0.06552161383285303,0.0,0.11303016330451489,0.0,Warehouse_STD2013_SanDiego,Warehouse,3C,STD2013
8,Exterior Wall,1.0044034582132564,0.0,1.3856585975024016,0.0,Warehouse_STD2013_SanDiego,Warehouse,3C,STD2013
9,Interzone Wall,5.5715658021133524e-05,0.0,0.0,0.0,Warehouse_STD2013_SanDiego,Warehouse,3C,STD2013
10,Fenestration Conduction,0.31465129682997117,0.0,0.5748270893371757,0.0,Warehouse_STD2013_SanDiego,Warehouse,3C,STD2013
11,Fenestration Solar,0.0,0.0,0.16164380403458212,0.0,Warehouse_STD2013_SanDiego,Warehouse,3C,STD2013
12,Opaque Door,0.20329106628242075,0.0,0.2707663784822286,0.0,Warehouse_STD2013_SanDiego,Warehouse,3C,STD2013
0,People,0.0,0.0,11.590565977386493,6.483891474355899,RestaurantFastFood_STD2013_SanDiego,RestaurantFastFood,3C,STD2013
1,Lights,0.0,0.0,3.9790177357706025,0.0,RestaurantFastFood_STD2013_SanDiego,RestaurantFastFood,3C,STD2013
2,Equipment,0.0,0.0,30.444813606486594,8.091089734363257,RestaurantFastFood_STD2013_SanDiego,RestaurantFastFood,3C,STD2013
3,Refrigeration,0.0,0.0113947128532361,2.7993810871755507,0.0,RestaurantFastFood_STD2013_SanDiego,RestaurantFastFood,3C,STD2013
4,Water Use Equipment,0.0,0.0,0.34967375137936,0.0,RestaurantFastFood_STD2013_SanDiego,RestaurantFastFood,3C,STD2013
5,Infiltration,0.36451086695773166,0.023109277295334966,7.011354731404629,0.0,RestaurantFastFood_STD2013_SanDiego,RestaurantFastFood,3C,STD2013
6,Interzone Ceiling,1.0171680340322091,0.0,0.340374066433175,0.0,RestaurantFastFood_STD2013_SanDiego,RestaurantFastFood,3C,STD2013
7,Exterior Wall,2.231084776663628,0.0,0.0,0.0,RestaurantFastFood_STD2013_SanDiego,RestaurantFastFood,3C,STD2013
8,Fenestration Conduction,1.3410977306529772,0.0,0.779178461194006,0.0,RestaurantFastFood_STD2013_SanDiego,RestaurantFastFood,3C,STD2013
9,Fenestration Solar,0.0,0.0,0.7287538582097907,0.0,RestaurantFastFood_STD2013_SanDiego,RestaurantFastFood,3C,STD2013
10,Opaque Door,0.1377760719026372,0.0,0.0,0.0,RestaurantFastFood_STD2013_SanDiego,RestaurantFastFood,3C,STD2013
0,People,0.0,0.0,0.9918009580474962,0.5465678107435533,Hospital_STD2019_Honolulu,Hospital,1A,STD2019
1,Lights,0.0,0.0,5.881571547009547,0.0,Hospital_STD2019_Honolulu,Hospital,1A,STD2019
2,Equipment,0.0,0.0,12.082645011339633,0.0,Hospital_STD2019_Honolulu,Hospital,1A,STD2019
3,Refrigeration,0.08178008894830405,0.007961509173228595,0.0,0.0,Hospital_STD2019_Honolulu,Hospital,1A,STD2019
4,Water Use Equipment,0.0,0.0,0.018057045627161063,0.0,Hospital_STD2019_Honolulu,Hospital,1A,STD2019
5,Infiltration,0.011797557979196816,0.0,0.0623434734753269,0.1097598107621022,Hospital_STD2019_Honolulu,Hospital,1A,STD2019
6,Roof,0.15359970017127864,0.0,0.3528187361152837,0.0,Hospital_STD2019_Honolulu,Hospital,1A,STD2019
7,Interzone Ceiling,0.0,0.0,0.06420717628054058,0.0,Hospital_STD2019_Honolulu,Hospital,1A,STD2019
8,Exterior Wall,0.6746667916505055,0.0,0.0,0.0,Hospital_STD2019_Honolulu,Hospital,1A,STD2019
9,Interzone Wall,0.0020652144030404197,0.0,0.0,0.0,Hospital_STD2019_Honolulu,Hospital,1A,STD2019
10,Fenestration Conduction,0.18050959289605992,0.0,0.379572454246475,0.0,Hospital_STD2019_Honolulu,Hospital,1A,STD2019
11,Fenestration Solar,0.0,0.0,0.24716914917472574,0.0,Hospital_STD2019_Honolulu,Hospital,1A,STD2019
12,Opaque Door,0.007067604222113064,0.0,0.0,0.0,Hospital_STD2019_Honolulu,Hospital,1A,STD2019
0,People,0.0036657060518731992,0.0,0.02534063400576369,0.016670893371757926,Warehouse_STD2013_Buffalo,Warehouse,5A,STD2013
1,Lights,0.0,0.0,0.8376962536023054,0.0,Warehouse_STD2013_Buffalo,Warehouse,5A,STD2013
2,Equipment,0.0,0.0,0.5285218059558118,0.0,Warehouse_STD2013_Buffalo,Warehouse,5A,STD2013
3,Water Use Equipment,0.0,0.0,0.0018897214217098942,0.0,Warehouse_STD2013_Buffalo,Warehouse,5A,STD2013
4,Infiltration,4.577527377521614,2.636318924111431,0.0,0.17766167146974066,Warehouse_STD2013_Buffalo,Warehouse,5A,STD2013
5,Zone Ventilation,1.4878040345821326,0.957611911623439,0.0,0.0,Warehouse_STD2013_Buffalo,Warehouse,5A,STD2013
6,Roof,3.7476541786743516,0.0,5.108607684918348,0.0,Warehouse_STD2013_Buffalo,Warehouse,5A,STD2013
