,component,heating_sensible_btuh_sf,heating_latent_btuh_sf,cooling_sensible_btuh_sf,cooling_latent_btuh_sf,sim_name,building_type,climate_zone,ashrae_standard
0,People,0.0,0.0,0.5128237457355507,0.46888706048268736,OfficeLarge_STD2013_InternationalFalls,OfficeLarge,7,STD2013
1,Lights,0.0,0.0,5.169569823599356,0.0,OfficeLarge_STD2013_InternationalFalls,OfficeLarge,7,STD2013
2,Equipment,0.0,0.0,7.331296387571024,0.0,OfficeLarge_STD2013_InternationalFalls,OfficeLarge,7,STD2013
3,Water Use Equipment,0.0,0.0,0.0026335787670178634,0.0,OfficeLarge_STD2013_InternationalFalls,OfficeLarge,7,STD2013
4,Infiltration,0.39738381263952155,0.1357741011914738,0.0,0.09525463078787945,OfficeLarge_STD2013_InternationalFalls,OfficeLarge,7,STD2013
5,Interzone Ceiling,0.6860996114869679,0.0,0.0,0.0,OfficeLarge_STD2013_InternationalFalls,OfficeLarge,7,STD2013
6,Exterior Wall,0.5057939234241048,0.0,0.0,0.0,OfficeLarge_STD2013_InternationalFalls,OfficeLarge,7,STD2013
7,Interzone Wall,0.12381570427565684,0.0,0.0,0.0,OfficeLarge_STD2013_InternationalFalls,OfficeLarge,7,STD2013
8,Ground Contact Wall,0.009911216588850885,0.0,0.0,0.0,OfficeLarge_STD2013_InternationalFalls,OfficeLarge,7,STD2013
9,Fenestration Conduction,2.876200720495971,0.0,0.0,0.0,OfficeLarge_STD2013_InternationalFalls,OfficeLarge,7,STD2013
10,Fenestration Solar,0.0,0.0,1.1266876528052758,0.0,OfficeLarge_STD2013_InternationalFalls,OfficeLarge,7,STD2013
11,Opaque Door,0.013702952329637265,0.0,0.0,0.0,OfficeLarge_STD2013_InternationalFalls,OfficeLarge,7,STD2013
0,People,0.0,0.0,1.883585729629138,0.9543033371557758,OfficeSmall_STD2019_GreatFalls,OfficeSmall,6B,STD2019
1,Lights,0.0,0.0,3.4340574165983653,0.0,OfficeSmall_STD2019_GreatFalls,OfficeSmall,6B,STD2019
2,Equipment,0.0,0.0,2.148949858157704,0.0,OfficeSmall_STD2019_GreatFalls,OfficeSmall,6B,STD2019
3,Water Use Equipment,0.0,0.0,0.027003647373327833,0.0,OfficeSmall_STD2019_GreatFalls,OfficeSmall,6B,STD2019
4,Infiltration,0.8911985083388003,0.32588290241504453,0.05762377353210033,0.0,OfficeSmall_STD2019_GreatFalls,OfficeSmall,6B,STD2019
5,Interzone Ceiling,1.8833494772461694,0.0,1.2643046274572518,0.0,OfficeSmall_STD2019_GreatFalls,OfficeSmall,6B,STD2019
6,Exterior Wall,1.856144106684307,0.0,0.5335560163486649,0.0,OfficeSmall_STD2019_GreatFalls,OfficeSmall,6B,STD2019
7,Ground Contact Floor,0.5154845263775786,0.0,0.0,0.0,OfficeSmall_STD2019_GreatFalls,OfficeSmall,6B,STD2019
8,Fenestration Conduction,2.8844053436654375,0.0,0.7150959820738961,0.0,OfficeSmall_STD2019_GreatFalls,OfficeSmall,6B,STD2019
9,Fenestration Solar,0.0,0.0,1.2645227065799922,0.0,OfficeSmall_STD2019_GreatFalls,OfficeSmall,6B,STD2019
10,Opaque Door,0.160687966939205,0.0,0.0,0.0,OfficeSmall_STD2019_GreatFalls,OfficeSmall,6B,STD2019
0,People,0.0,0.0,1.0115664427667315,0.5465805630698592,Hospital_STD2016_Seattle,Hospital,4C,STD2016
1,Lights,0.0,0.0,6.331353879704822,0.0,Hospital_STD2016_Seattle,Hospital,4C,STD2016
2,Equipment,0.0,0.0,12.560008348633366,0.0,Hospital_STD2016_Seattle,Hospital,4C,STD2016
3,Refrigeration,0.08177843280203057,0.007570658652685259,0.0,0.0,Hospital_STD2016_Seattle,Hospital,4C,STD2016
4,Water Use Equipment,0.0,0.0,0.018057045627161063,0.0,Hospital_STD2016_Seattle,Hospital,4C,STD2016
5,Infiltration,0.1456791806183189,0.0682733880148669,0.02508949814461933,0.00020556915619678596,Hospital_STD2016_Seattle,Hospital,4C,STD2016
6,Roof,0.2990254904097538,0.0,0.2532817780518884,0.0,Hospital_STD2016_Seattle,Hospital,4C,STD2016
7,Interzone Ceiling,0.0,0.0,0.09232862281169253,0.0,Hospital_STD2016_Seattle,Hospital,4C,STD2016
8,Exterior Wall,0.8634161262937401,0.0,0.0,0.0,Hospital_STD2016_Seattle,Hospital,4C,STD2016
9,Interzone Wall,0.0036352410703077154,0.0,0.0,0.0,Hospital_STD2016_Seattle,Hospital,4C,STD2016
10,Ground Contact Wall,0.024853373089676677,0.0,0.0,0.0,Hospital_STD2016_Seattle,Hospital,4C,STD2016
11,Fenestration Conduction,0.5718109992623525,0.0,0.1576748550954818,0.0,Hospital_STD2016_Seattle,Hospital,4C,STD2016
12,Fenestration Solar,0.0,0.0,0.7039653855491963,0.0,Hospital_STD2016_Seattle,Hospital,4C,STD2016
13,Opaque Door,0.028840959279669117,0.0,0.0,0.0,Hospital_STD2016_Seattle,Hospital,4C,STD2016
0,People,0.0,0.0,1.37089959139991,0.8989299186271557,HotelSmall_STD2019_GreatFalls,HotelSmall,6B,STD2019
1,Lights,0.0,0.0,1.437646478294943,0.0,HotelSmall_STD2019_GreatFalls,HotelSmall,6B,STD2019
2,Equipment,0.0,0.0,2.840390676678225,0.0,HotelSmall_STD2019_GreatFalls,HotelSmall,6B,STD2019
3,Water Use Equipment,0.0,0.0,0.027566734851546287,0.0,HotelSmall_STD2019_GreatFalls,HotelSmall,6B,STD2019
4,Infiltration,0.8831446329519517,0.1919614979935685,0.5322623724542345,0.0,HotelSmall_STD2019_GreatFalls,HotelSmall,6B,STD2019
5,Roof,0.7132842013365718,0.0,0.6436261487393203,0.0,HotelSmall_STD2019_GreatFalls,HotelSmall,6B,STD2019
6,Interzone Ceiling,0.17423713247632394,0.0,0.0,0.0,HotelSmall_STD2019_GreatFalls,HotelSmall,6B,STD2019
7,Exterior Wall,1.3616863004865523,0.0,0.22718502913711644,0.0,HotelSmall_STD2019_GreatFalls,HotelSmall,6B,STD2019
8,Interzone Wall,0.3776067523861236,0.0,1.8306624117079875,0.0,HotelSmall_STD2019_GreatFalls,HotelSmall,6B,STD2019
9,Interzone Floor,0.0,0.0,2.0989983812455937,0.0,HotelSmall_STD2019_GreatFalls,HotelSmall,6B,STD2019
10,Ground Contact Floor,0.04378089555030012,0.0,0.0,0.0,HotelSmall_STD2019_GreatFalls,HotelSmall,6B,STD2019
11,Fenestration Conduction,1.1641839130899694,0.0,0.2108701881171299,0.0,HotelSmall_STD2019_GreatFalls,HotelSmall,6B,STD2019
12,Fenestration Solar,0.0,0.0,0.5687382742143116,0.0,HotelSmall_STD2019_GreatFalls,HotelSmall,6B,STD2019
13,Opaque Door,0.028202062395876876,0.0,0.018471251486481297,0.0,HotelSmall_STD2019_GreatFalls,HotelSmall,6B,STD2019
0,People,0.0,0.0,1.0110881891266048,0.5465798178040362,Hospital_STD2019_Seattle,Hospital,4C,STD2019
1,Lights,0.0,0.0,5.979313987778303,0.0,Hospital_STD2019_Seattle,Hospital,4C,STD2019
2,Equipment,0.0,0.0,12.556023081048156,0.0,Hospital_STD2019_Seattle,Hospital,4C,STD2019
3,Refrigeration,0.08177843280203057,0.007602539468449917,0.0,0.0,Hospital_STD2019_Seattle,Hospital,4C,STD2019
4,Water Use Equipment,0.0,0.0,0.018057045627161063,0.0,Hospital_STD2019_Seattle,Hospital,4C,STD2019
5,Infiltration,0.1456791806183189,0.06823281243116643,0.025089539548276165,0.00011626146839890734,Hospital_STD2019_Seattle,Hospital,4C,STD2019
6,Roof,0.29849635167537414,0.0,0.253655777284099,0.0,Hospital_STD2019_Seattle,Hospital,4C,STD2019
7,Interzone Ceiling,0.0,0.0,0.0865633292117373,0.0,Hospital_STD2019_Seattle,Hospital,4C,STD2019
8,Exterior Wall,0.8617931029457212,0.0,0.0,0.0,Hospital_STD2019_Seattle,Hospital,4C,STD2019
9,Interzone Wall,0.0012495623633472306,0.0,0.0,0.0,Hospital_STD2019_Seattle,Hospital,4C,STD2019
10,Ground Contact Wall,0.024853373089676677,0.0,0.0,0.0,Hospital_STD2019_Seattle,Hospital,4C,STD2019
11,Fenestration Conduction,0.5465481440065556,0.0,0.15414494492816797,0.0,Hospital_STD2019_Seattle,Hospital,4C,STD2019
12,Fenestration Solar,0.0,0.0,0.7046927649925125,0.0,Hospital_STD2019_Seattle,Hospital,4C,STD2019
13,Opaque Door,0.028843029462510977,0.0,0.0,0.0,Hospital_STD2019_Seattle,Hospital,4C,STD2019
0,People,0.0,0.0,0.5153041856288586,0.49603714426778717,OfficeMedium_STD2016_Seattle,OfficeMedium,4C,STD2016
1,Lights,0.0,0.0,5.5884691600550696,0.0,OfficeMedium_STD2016_Seattle,OfficeMedium,4C,STD2016
2,Equipment,0.0,0.0,6.807098199169765,0.0,OfficeMedium_STD2016_Seattle,OfficeMedium,4C,STD2016
3,Water Use Equipment,0.0,0.0,0.016291636647857363,0.0,OfficeMedium_STD2016_Seattle,OfficeMedium,4C,STD2016
4,Infiltration,0.2941694149725617,0.10585825453862022,0.0,0.0031624163015931974,OfficeMedium_STD2016_Seattle,OfficeMedium,4C,STD2016
5,Interzone Ceiling,0.877002310516055,0.0,0.0,0.0,OfficeMedium_STD2016_Seattle,OfficeMedium,4C,STD2016
6,Exterior Wall,0.45696831654517434,0.0,0.0,0.0,OfficeMedium_STD2016_Seattle,OfficeMedium,4C,STD2016
7,Interzone Wall,0.16098285683601005,0.0,0.0,0.0,OfficeMedium_STD2016_Seattle,OfficeMedium,4C,STD2016
8,Fenestration Conduction,1.7811502014429912,0.0,0.0,0.0,OfficeMedium_STD2016_Seattle,OfficeMedium,4C,STD2016
9,Fenestration Solar,0.0,0.0,0.7928674190387119,0.0,OfficeMedium_STD2016_Seattle,OfficeMedium,4C,STD2016
10,Opaque Door,0.0249342569431082,0.0,0.0,0.0,OfficeMedium_STD2016_Seattle,OfficeMedium,4C,STD2016
0,People,0.0,0.0,1.0868726936209248,0.6245151660795729,SchoolPrimary_STD2019_Honolulu,SchoolPrimary,1A,STD2019
1,Lights,0.0,0.0,2.321232646599352,0.0,SchoolPrimary_STD2019_Honolulu,SchoolPrimary,1A,STD2019
2,Equipment,0.0,0.0,3.5827307257856815,0.21552185090321843,SchoolPrimary_STD2019_Honolulu,SchoolPrimary,1A,STD2019
3,Refrigeration,0.0,0.012242102964806151,0.11112003412376352,0.0,SchoolPrimary_STD2019_Honolulu,SchoolPrimary,1A,STD2019
4,Water Use Equipment,0.0,0.0,0.018843509961664843,0.0,SchoolPrimary_STD2019_Honolulu,SchoolPrimary,1A,STD2019
5,Infiltration,0.04402695561004001,0.0,0.061296094627197206,0.10234154723687422,SchoolPrimary_STD2019_Honolulu,SchoolPrimary,1A,STD2019
6,Roof,0.969843597163834,0.0,2.963255439488792,0.0,SchoolPrimary_STD2019_Honolulu,SchoolPrimary,1A,STD2019
7,Exterior Wall,0.4604369166664976,0.0,0.2429125254086165,0.0,SchoolPrimary_STD2019_Honolulu,SchoolPrimary,1A,STD2019
8,Interzone Wall,0.26078991645491406,0.0,0.0,0.0,SchoolPrimary_STD2019_Honolulu,SchoolPrimary,1A,STD2019
9,Fenestration Conduction,0.606184864542584,0.0,0.9530287206089821,0.0,SchoolPrimary_STD2019_Honolulu,SchoolPrimary,1A,STD2019
10,Fenestration Solar,0.0,0.0,0.46235387721799387,0.0,SchoolPrimary_STD2019_Honolulu,SchoolPrimary,1A,STD2019
11,Opaque Door,0.15726539405578638,0.0,0.0,0.0,SchoolPrimary_STD2019_Honolulu,SchoolPrimary,1A,STD2019
0,People,0.0,0.0,0.5144438950318684,0.4960373307200189,OfficeMedium_STD2019_Seattle,OfficeMedium,4C,STD2019
1,Lights,0.0,0.0,4.486568727038407,0.0,OfficeMedium_STD2019_Seattle,OfficeMedium,4C,STD2019
2,Equipment,0.0,0.0,6.8028224765927865,0.0,OfficeMedium_STD2019_Seattle,OfficeMedium,4C,STD2019
3,Water Use Equipment,0.0,0.0,0.016291636647857363,0.0,OfficeMedium_STD2019_Seattle,OfficeMedium,4C,STD2019
4,Infiltration,0.29437451242741414,0.1037998219008283,0.0,0.002231646761026412,OfficeMedium_STD2019_Seattle,OfficeMedium,4C,STD2019
5,Interzone Ceiling,0.8773472471446706,0.0,0.0,0.0,OfficeMedium_STD2019_Seattle,OfficeMedium,4C,STD2019
6,Exterior Wall,0.4557694286954459,0.0,0.0,0.0,OfficeMedium_STD2019_Seattle,OfficeMedium,4C,STD2019
7,Interzone Wall,0.1563830802803645,0.0,0.0,0.0,OfficeMedium_STD2019_Seattle,OfficeMedium,4C,STD2019
8,Fenestration Conduction,1.7078185387216536,0.0,0.0,0.0,OfficeMedium_STD2019_Seattle,OfficeMedium,4C,STD2019
9,Fenestration Solar,0.0,0.0,0.790752304922488,0.0,OfficeMedium_STD2019_Seattle,OfficeMedium,4C,STD2019
10,Opaque Door,0.024980870001029214,0.0,0.0,0.0,OfficeMedium_STD2019_Seattle,OfficeMedium,4C,STD2019
0,People,0.0,0.0,1.3705301987730425,0.8987702188072693,HotelSmall_STD2013_Buffalo,HotelSmall,5A,STD2013
1,Lights,0.0,0.0,2.8949545503570566,0.0,HotelSmall_STD2013_Buffalo,HotelSmall,5A,STD2013
2,Equipment,0.0,0.0,2.8340649436676246,0.0,HotelSmall_STD2013_Buffalo,HotelSmall,5A,STD2013
3,Water Use Equipment,0.0,0.0,0.02736583710710951,0.0,HotelSmall_STD2013_Buffalo,HotelSmall,5A,STD2013
4,Infiltration,0.8914143062338941,0.1986712049189396,0.4858952656178323,0.6844725022369548,HotelSmall_STD2013_Buffalo,HotelSmall,5A,STD2013
5,Roof,0.5535311481768993,0.0,0.6275015588091115,0.0,HotelSmall_STD2013_Buffalo,HotelSmall,5A,STD2013
6,Interzone Ceiling,0.13774225189707187,0.0,0.0,0.0,HotelSmall_STD2013_Buffalo,HotelSmall,5A,STD2013
7,Exterior Wall,1.1839473444234443,0.0,0.12217244525420741,0.0,HotelSmall_STD2013_Buffalo,HotelSmall,5A,STD2013
8,Interzone Wall,0.4710265180393677,0.0,1.4908390165638803,0.0,HotelSmall_STD2013_Buffalo,HotelSmall,5A,STD2013
9,Interzone Floor,0.0,0.0,2.062178314801211,0.0,HotelSmall_STD2013_Buffalo,HotelSmall,5A,STD2013
10,Ground Contact Floor,0.032768551448569945,0.0,0.0,0.0,HotelSmall_STD2013_Buffalo,HotelSmall,5A,STD2013
11,Fenestration Conduction,1.0980265268344302,0.0,0.14443112841115344,0.0,HotelSmall_STD2013_Buffalo,HotelSmall,5A,STD2013
12,Fenestration Solar,0.0,0.0,0.5391211325448328,0.0,HotelSmall_STD2013_Buffalo,HotelSmall,5A,STD2013
13,Opaque Door,0.02600098226961681,0.0,0.01714921471663929,0.0,HotelSmall_STD2013_Buffalo,HotelSmall,5A,STD2013
0,People,0.0,0.0,4.376151964639446,1.8875918814439214,HotelLarge_STD2019_Fairbanks,HotelLarge,8,STD2019
1,Lights,0.0,0.0,3.480952877294544,0.0,HotelLarge_STD2019_Fairbanks,HotelLarge,8,STD2019
2,Equipment,0.0,0.0,7.362227882602344,0.2625240959401406,HotelLarge_STD2019_Fairbanks,HotelLarge,8,STD2019
3,Refrigeration,0.0,0.0038507652034604975,0.06092012081724651,0.0,HotelLarge_STD2019_Fairbanks,HotelLarge,8,STD2019
4,Water Use Equipment,0.0,0.0,0.03571132345224089,0.0,HotelLarge_STD2019_Fairbanks,HotelLarge,8,STD2019
5,Infiltration,1.7182944590002405,0.47931014069498984,0.0805136624379757,0.0,HotelLarge_STD2019_Fairbanks,HotelLarge,8,STD2019
6,Roof,0.6194491727241368,0.0,0.2290494587107985,0.0,HotelLarge_STD2019_Fairbanks,HotelLarge,8,STD2019
7,Interzone Ceiling,0.011342685597180154,0.0,0.0,0.0,HotelLarge_STD2019_Fairbanks,HotelLarge,8,STD2019
8,Exterior Wall,1.3217704480504098,0.0,0.0,0.0,HotelLarge_STD2019_Fairbanks,HotelLarge,8,STD2019
9,Interzone Wall,0.0021763414651920056,0.0,0.0,0.0,HotelLarge_STD2019_Fairbanks,HotelLarge,8,STD2019
10,Ground Contact Wall,0.09181082336041368,0.0,0.0,0.0,HotelLarge_STD2019_Fairbanks,HotelLarge,8,STD2019
11,Fenestration Conduction,2.726367965301682,0.0,0.9544980057162943,0.0,HotelLarge_STD2019_Fairbanks,HotelLarge,8,STD2019
12,Fenestration Solar,0.0,0.0,2.5381041118197367,0.0,HotelLarge_STD2019_Fairbanks,HotelLarge,8,STD2019
13,Opaque Door,0.038169492130495,0.0,0.0,0.0,HotelLarge_STD2019_Fairbanks,HotelLarge,8,STD2019
0,People,0.0,0.0,3.6146341285634103,3.742676780561366,RetailStandalone_STD2019_Rochester,RetailStandalone,6A,STD2019
1,Lights,0.0,0.0,7.633811491839963,0.0,RetailStandalone_STD2019_Rochester,RetailStandalone,6A,STD2019
2,Equipment,0.0,0.0,2.907770642655075,0.0,RetailStandalone_STD2019_Rochester,RetailStandalone,6A,STD2019
3,Water Use Equipment,0.0,0.0,0.01805445208169837,0.0,RetailStandalone_STD2019_Rochester,RetailStandalone,6A,STD2019
4,Infiltration,1.3279386622414326,0.4720924374988358,0.0,0.0,RetailStandalone_STD2019_Rochester,RetailStandalone,6A,STD2019
5,Roof,3.0857421458982763,0.0,0.0,0.0,RetailStandalone_STD2019_Rochester,RetailStandalone,6A,STD2019
6,Exterior Wall,2.9081982640837682,0.0,0.0,0.0,RetailStandalone_STD2019_Rochester,RetailStandalone,6A,STD2019
7,Interzone Wall,0.2220027422843893,0.0,0.0,0.0,RetailStandalone_STD2019_Rochester,RetailStandalone,6A,STD2019
8,Fenestration Conduction,0.8941944721831451,0.0,0.0,0.0,RetailStandalone_STD2019_Rochester,RetailStandalone,6A,STD2019
9,Fenestration Solar,0.0,0.0,0.06525276232914377,0.0,RetailStandalone_STD2019_Rochester,RetailStandalone,6A,STD2019
10,Opaque Door,0.40503767199006746,0.0,0.0,0.0,RetailStandalone_STD2019_Rochester,RetailStandalone,6A,STD2019
0,People,0.0,0.0,0.5149195346748944,0.49604889075838327,OfficeMedium_STD2013_GreatFalls,OfficeMedium,6B,STD2013
1,Lights,0.0,0.0,5.640520843122076,0.0,OfficeMedium_STD2013_GreatFalls,OfficeMedium,6B,STD2013
2,Equipment,0.0,0.0,6.801318179987559,0.0,OfficeMedium_STD2013_GreatFalls,OfficeMedium,6B,STD2013
3,Water Use Equipment,0.0,0.0,0.01629182310008905,0.0,OfficeMedium_STD2013_GreatFalls,OfficeMedium,6B,STD2013
4,Infiltration,0.371149947867956,0.14049362109624963,0.0,0.0,OfficeMedium_STD2013_GreatFalls,OfficeMedium,6B,STD2013
5,Interzone Ceiling,1.524921951095817,0.0,0.0,0.0,OfficeMedium_STD2013_GreatFalls,OfficeMedium,6B,STD2013
6,Exterior Wall,0.6734076606509719,0.0,0.0,0.0,OfficeMedium_STD2013_GreatFalls,OfficeMedium,6B,STD2013
7,Interzone Wall,0.24763653151117296,0.0,0.0,0.0,OfficeMedium_STD2013_GreatFalls,OfficeMedium,6B,STD2013
8,Fenestration Conduction,3.665990217970117,0.0,0.0,0.0,OfficeMedium_STD2013_GreatFalls,OfficeMedium,6B,STD2013
9,Fenestration Solar,0.0,0.0,1.1064629191259716,0.0,OfficeMedium_STD2013_GreatFalls,OfficeMedium,6B,STD2013
10,Opaque Door,0.057099131430923926,0.0,0.0,0.0,OfficeMedium_STD2013_GreatFalls,OfficeMedium,6B,STD2013
0,People,0.0,0.0,1.0135138223624132,0.5465770023553712,Hospital_STD2019_Albuquerque,Hospital,4B,STD2019
1,Lights,0.0,0.0,6.009032497564637,0.0,Hospital_STD2019_Albuquerque,Hospital,4B,STD2019
2,Equipment,0.0,0.0,12.570235134679471,0.0,Hospital_STD2019_Albuquerque,Hospital,4B,STD2019
3,Refrigeration,0.08177926087516732,0.005924863293405855,0.0,0.0,Hospital_STD2019_Albuquerque,Hospital,4B,STD2019
4,Water Use Equipment,0.0,0.0,0.0180570870308179,0.0,Hospital_STD2019_Albuquerque,Hospital,4B,STD2019
5,Infiltration,0.10510608113725578,0.04684326927249138,0.045600000264983405,0.0,Hospital_STD2019_Albuquerque,Hospital,4B,STD2019
6,Roof,0.33611323005825994,0.0,0.3395926277642324,0.0,Hospital_STD2019_Albuquerque,Hospital,4B,STD2019
7,Interzone Ceiling,0.0,0.0,0.08698374194326242,0.0,Hospital_STD2019_Albuquerque,Hospital,4B,STD2019
8,Exterior Wall,0.977469951710087,0.0,0.0,0.0,Hospital_STD2019_Albuquerque,Hospital,4B,STD2019
9,Interzone Wall,0.0011067197472588296,0.0,0.0,0.0,Hospital_STD2019_Albuquerque,Hospital,4B,STD2019
10,Ground Contact Wall,0.010176604814019743,0.0,0.0,0.0,Hospital_STD2019_Albuquerque,Hospital,4B,STD2019
11,Fenestration Conduction,0.6159406728657325,0.0,0.29075925032220323,0.0,Hospital_STD2019_Albuquerque,Hospital,4B,STD2019
12,Fenestration Solar,0.0,0.0,0.5439900190688682,0.0,Hospital_STD2019_Albuquerque,Hospital,4B,STD2019
13,Opaque Door,0.03281571033604202,0.0,0.0,0.0,Hospital_STD2019_Albuquerque,Hospital,4B,STD2019
0,People,0.0,0.0,2.5086480433024327,1.3630471687212806,RetailStripmall_STD2013_Tucson,RetailStripmall,2B,STD2013
1,Lights,0.0,0.0,10.030875647714446,0.0,RetailStripmall_STD2013_Tucson,RetailStripmall,2B,STD2013
2,Equipment,0.0,0.0,2.2361484654833745,0.0,RetailStripmall_STD2013_Tucson,RetailStripmall,2B,STD2013
3,Water Use Equipment,0.0,0.0,0.04622303596981628,0.0,RetailStripmall_STD2013_Tucson,RetailStripmall,2B,STD2013
4,Infiltration,2.783110095901734,1.0059371972518243,4.7636475544613415,0.0,RetailStripmall_STD2013_Tucson,RetailStripmall,2B,STD2013
5,Roof,1.9922585347210493,0.0,2.706803334785043,0.0,RetailStripmall_STD2013_Tucson,RetailStripmall,2B,STD2013
6,Exterior Wall,1.841384397969976,0.0,0.0,0.0,RetailStripmall_STD2013_Tucson,RetailStripmall,2B,STD2013
7,Interzone Wall,0.5669934495293794,0.0,0.0,0.0,RetailStripmall_STD2013_Tucson,RetailStripmall,2B,STD2013
8,Ground Contact Floor,0.7751064340375606,0.0,2.066629929518003,0.0,RetailStripmall_STD2013_Tucson,RetailStripmall,2B,STD2013
9,Fenestration Conduction,0.9694385437868297,0.0,0.760400760814498,0.0,RetailStripmall_STD2013_Tucson,RetailStripmall,2B,STD2013
10,Fenestration Solar,0.0,0.0,0.32569037694092134,0.0,RetailStripmall_STD2013_Tucson,RetailStripmall,2B,STD2013
11,Opaque Door,0.2947267378300788,0.0,0.0,0.0,RetailStripmall_STD2013_Tucson,RetailStripmall,2B,STD2013
0,People,0.0,0.0,1.8784336103543966,0.9543051544817985,OfficeSmall_STD2013_Albuquerque,OfficeSmall,4B,STD2013
1,Lights,0.0,0.0,4.389440245411706,0.0,OfficeSmall_STD2013_Albuquerque,OfficeSmall,4B,STD2013
2,Equipment,0.0,0.0,2.148949858157704,0.0,OfficeSmall_STD2013_Albuquerque,OfficeSmall,4B,STD2013
3,Water Use Equipment,0.0,0.0,0.027003647373327833,0.0,OfficeSmall_STD2013_Albuquerque,OfficeSmall,4B,STD2013
4,Infiltration,0.5478511028442969,0.24475746875562235,0.060366118500560645,0.0,OfficeSmall_STD2013_Albuquerque,OfficeSmall,4B,STD2013
5,Interzone Ceiling,1.1901849856158646,0.0,1.3873248779211245,0.0,OfficeSmall_STD2013_Albuquerque,OfficeSmall,4B,STD2013
6,Exterior Wall,1.4115534684575808,0.0,0.6248584757359716,0.0,OfficeSmall_STD2013_Albuquerque,OfficeSmall,4B,STD2013
7,Fenestration Conduction,2.1052086381140516,0.0,0.9854268626228738,0.0,OfficeSmall_STD2013_Albuquerque,OfficeSmall,4B,STD2013
8,Fenestration Solar,0.0,0.0,1.2217628425886717,0.0,OfficeSmall_STD2013_Albuquerque,OfficeSmall,4B,STD2013
9,Opaque Door,0.12161545744821985,0.0,0.0,0.0,OfficeSmall_STD2013_Albuquerque,OfficeSmall,4B,STD2013
0,People,0.0,0.0,0.24637186210094691,0.0741958897521663,ApartmentHighRise_STD2013_Seattle,ApartmentHighRise,4C,STD2013
1,Lights,0.0,0.0,0.31181223572147687,0.0,ApartmentHighRise_STD2013_Seattle,ApartmentHighRise,4C,STD2013
2,Equipment,0.0,0.0,1.983422829396941,0.0,ApartmentHighRise_STD2013_Seattle,ApartmentHighRise,4C,STD2013
3,Infiltration,1.3751640451643854,0.5485293338417928,0.18446589051912302,0.07750790990783599,ApartmentHighRise_STD2013_Seattle,ApartmentHighRise,4C,STD2013
4,Roof,0.14720945706221916,0.0,0.12166280481639329,0.0,ApartmentHighRise_STD2013_Seattle,ApartmentHighRise,4C,STD2013
5,Interzone Ceiling,0.06246133358716795,0.0,0.0,0.0,ApartmentHighRise_STD2013_Seattle,ApartmentHighRise,4C,STD2013
6,Exterior Wall,1.2683365775878654,0.0,0.443669163563179,0.0,ApartmentHighRise_STD2013_Seattle,ApartmentHighRise,4C,STD2013
7,Interzone Wall,0.4645114195349208,0.0,0.0,0.0,ApartmentHighRise_STD2013_Seattle,ApartmentHighRise,4C,STD2013
8,Ground Contact Floor,0.0034068525151734735,0.0,0.0,0.0,ApartmentHighRise_STD2013_Seattle,ApartmentHighRise,4C,STD2013
9,Fenestration Conduction,2.504436079966913,0.0,0.48981174472693556,0.0,ApartmentHighRise_STD2013_Seattle,ApartmentHighRise,4C,STD2013
10,Fenestration Solar,0.0,0.0,2.3058319885907186,0.0,ApartmentHighRise_STD2013_Seattle,ApartmentHighRise,4C,STD2013
0,People,0.0,0.0,3.7119256975372084,3.7606737305191307,RetailStandalone_STD2016_Denver,RetailStandalone,5B,STD2016
1,Lights,0.0,0.0,9.687921800351006,0.0,RetailStandalone_STD2016_Denver,RetailStandalone,5B,STD2016
2,Equipment,0.0,0.0,2.9955585683428936,0.0,RetailStandalone_STD2016_Denver,RetailStandalone,5B,STD2016
3,Water Use Equipment,0.0,0.0,0.017881945709896114,0.0,RetailStandalone_STD2016_Denver,RetailStandalone,5B,STD2016
4,Infiltration,0.3870905302100771,0.1692992110870574,0.0,0.0,RetailStandalone_STD2016_Denver,RetailStandalone,5B,STD2016
5,Roof,2.6168487702239425,0.0,0.0,0.0,RetailStandalone_STD2016_Denver,RetailStandalone,5B,STD2016
6,Exterior Wall,2.66177736635413,0.0,0.0,0.0,RetailStandalone_STD2016_Denver,RetailStandalone,5B,STD2016
7,Interzone Wall,0.17824038641427284,0.0,0.0,0.0,RetailStandalone_STD2016_Denver,RetailStandalone,5B,STD2016
8,Fenestration Conduction,1.0161637660489642,0.0,0.0,0.0,RetailStandalone_STD2016_Denver,RetailStandalone,5B,STD2016
9,Fenestration Solar,0.0,0.0,0.10942816162470226,0.0,RetailStandalone_STD2016_Denver,RetailStandalone,5B,STD2016
10,Opaque Door,0.3287380227530235,0.0,0.0,0.0,RetailStandalone_STD2016_Denver,RetailStandalone,5B,STD2016
0,People,0.0,0.0,0.5122096718561258,0.4687038811615029,OfficeLarge_STD2013_Seattle,OfficeLarge,4C,STD2013
1,Lights,0.0,0.0,5.310418296818566,0.0,OfficeLarge_STD2013_Seattle,OfficeLarge,4C,STD2013
2,Equipment,0.0,0.0,7.309420677447829,0.0,OfficeLarge_STD2013_Seattle,OfficeLarge,4C,STD2013
3,Water Use Equipment,0.0,0.0,0.002633699095015138,0.0,OfficeLarge_STD2013_Seattle,OfficeLarge,4C,STD2013
4,Infiltration,0.28490120078717773,0.10803729453969398,0.0,0.0037014496334979666,OfficeLarge_STD2013_Seattle,OfficeLarge,4C,STD2013
